category,stock_code,abc_class,monthly_velocity,pick_frequency,total_sales,slotting_score,rank_in_category
Others,22518,A,125.6250000000000,172,2046.92996954918,125.6250000000000,681
Others,21534,A,46.8181818181818,172,2638.68993854523,46.8181818181818,681
Others,22133,B,142.8181818181818,172,1411.09003376961,142.8181818181818,681
Others,85216,A,246.2727272727272,171,2056.24993216991,246.2727272727272,684
Others,22550,A,100.3750000000000,171,3067.95000171661,100.3750000000000,684
Others,22419,B,355.1666666666666,171,973.809999316931,355.1666666666666,684
Others,35001W,A,69.5454545454545,171,2445.93001246452,69.5454545454545,684
Others,37502,A,108.5000000000000,171,2599.7900185585,108.5000000000000,684
Others,22530,A,699.2500000000000,171,2226.28999111056,699.2500000000000,684
Others,85174,A,66.7272727272727,171,3678.33994674683,66.7272727272727,684
Others,21587,A,134.0000000000000,170,3693.89992284775,134.0000000000000,691
Others,79323LP,A,130.2727272727272,170,8481.18980979919,130.2727272727272,691
Others,20967,A,59.0909090909090,170,2440.53001356125,59.0909090909090,691
Others,22748,A,574.0000000000000,169,2323.89994335175,574.0000000000000,694
Others,84509A,A,54.9090909090909,169,2406.19000101089,54.9090909090909,694
Others,22596,A,707.7500000000000,169,2340.38006961346,707.7500000000000,694
Others,21826,B,128.1818181818181,169,1790.27998638153,128.1818181818181,694
Others,21973,A,132.0000000000000,168,2097.8100464344,132.0000000000000,698
Others,21922,A,75.0000000000000,168,4077.75990104675,75.0000000000000,698
Others,22191,A,38.4545454545454,168,3483.3000125885,38.4545454545454,698
Others,84670,B,418.5454545454545,167,1905.99997055531,418.5454545454545,701
Others,21774,B,53.9090909090909,167,927.239991188049,53.9090909090909,701
Others,21584,A,195.9090909090909,167,3459.74998295307,195.9090909090909,701
Others,22374,A,41.0000000000000,167,2174.71997308731,41.0000000000000,701
Others,22812,A,1080.0000000000000,167,4107.58006095886,1080.0000000000000,701
Others,21428,A,142.9090909090909,166,6152.640001297,142.9090909090909,706
Others,85227,B,150.5454545454545,166,1433.69002735615,150.5454545454545,706
Others,22618,A,65.1250000000000,166,5022.10988903046,65.1250000000000,706
Others,21537,A,52.8181818181818,166,2530.21000289917,52.8181818181818,706
Others,22136,A,134.2727272727272,165,2430.77998995781,134.2727272727272,710
Others,16161U,A,495.5454545454545,165,2189.41994938254,495.5454545454545,710
Others,22222,A,36.2727272727272,165,2101.629945755,36.2727272727272,710
Others,20665,A,68.3636363636363,165,2331.29002761841,68.3636363636363,710
Others,21865,B,49.9090909090909,165,1296.55995845795,49.9090909090909,710
Others,22175,A,77.1818181818181,165,2386.10001373291,77.1818181818181,710
Others,22548,B,145.7500000000000,165,1572.67999720573,145.7500000000000,710
Others,22602,A,832.0000000000000,164,2645.32008552551,832.0000000000000,717
Others,85217,B,286.9000000000000,164,1981.84992790222,286.9000000000000,717
Others,20703,B,42.2727272727272,164,1967.97000026703,42.2727272727272,717
Others,21737,A,36.1818181818181,164,7362.6603012085,36.1818181818181,717
Others,22739,A,785.5000000000000,164,2595.3599858284,785.5000000000000,717
Others,21356,B,71.8181818181818,164,1079.35999560356,71.8181818181818,717
Others,85062,A,201.9090909090909,164,3582.49001455307,201.9090909090909,717
Others,22480,B,194.6250000000000,163,1880.84997797012,194.6250000000000,724
Others,22174,A,106.3636363636363,163,2335.86997509003,106.3636363636363,724
Others,21878,A,368.7500000000000,162,2313.37007594109,368.7500000000000,726
Others,22536,B,504.8750000000000,162,1651.98997175694,504.8750000000000,726
Others,22577,B,490.7500000000000,162,1692.04004514217,490.7500000000000,726
Others,47591C,A,117.2222222222222,162,2029.27001833916,117.2222222222222,726
Others,22364,A,174.0000000000000,162,4329.03005719185,174.0000000000000,726
Others,22284,A,136.7272727272727,161,2359.43996858597,136.7272727272727,731
Others,21470,A,59.8181818181818,161,2465.01000452042,59.8181818181818,731
Others,22021,B,208.4000000000000,161,1809.95999133587,208.4000000000000,731
Others,72349B,A,105.5454545454545,161,2393.83995723724,105.5454545454545,731
Others,22519,B,124.1250000000000,161,2017.91996693611,124.1250000000000,731
Others,22578,B,439.0000000000000,161,1507.99004077911,439.0000000000000,731
Others,84279P,A,66.4545454545454,160,2753.33003902435,66.4545454545454,737
Others,21245,A,130.7272727272727,160,2381.55007457733,130.7272727272727,737
Others,22755,B,419.6666666666666,160,1064.06002938747,419.6666666666666,737
Others,21069,A,266.4545454545454,160,2839.41002202034,266.4545454545454,737
Others,22478,B,144.8750000000000,159,1532.71000051498,144.8750000000000,741
Others,82607A,B,60.2727272727272,159,923.719990968704,60.2727272727272,741
Others,22531,B,510.1250000000000,159,1658.3999761045,510.1250000000000,741
Others,22067,A,119.0000000000000,157,2148.23000752926,119.0000000000000,744
Others,20716,B,96.6363636363636,157,1360.34999489784,96.6363636363636,744
Others,84078A,A,59.5454545454545,156,25342.9605522156,59.5454545454545,746
Others,22065,A,140.3636363636363,156,2266.12005138397,140.3636363636363,746
Others,21896,A,120.6363636363636,156,2490.58994603157,120.6363636363636,746
Others,21067,A,391.6363636363636,156,3114.96001029015,391.6363636363636,746
Others,22483,A,114.7500000000000,155,2607.46000957489,114.7500000000000,750
Others,21068,A,207.8181818181818,155,2147.99999928474,207.8181818181818,750
Others,22321,B,134.9090909090909,155,1340.95002949238,134.9090909090909,750
Others,21667,A,31.2727272727272,155,5960.75010871887,31.2727272727272,750
Others,21872,A,330.6363636363636,155,3496.63002967834,330.6363636363636,750
Others,22726,B,258.0000000000000,155,2011.34000015259,258.0000000000000,750
Others,21215,B,288.0000000000000,154,1710.59000885487,288.0000000000000,756
Others,21564,A,77.8181818181818,154,2533.57002568245,77.8181818181818,756
Others,85067,A,33.4545454545454,154,6381.20019626617,33.4545454545454,756
Others,84828,B,121.0000000000000,154,1673.70998573303,121.0000000000000,756
Others,22669,A,240.7500000000000,154,2865.9700319767,240.7500000000000,756
Others,22727,A,311.5000000000000,154,2383.26000642776,311.5000000000000,756
Others,79160,B,40.0909090909090,153,1065.45997405052,40.0909090909090,762
Others,22582,A,155.5000000000000,153,3127.51992988586,155.5000000000000,762
Others,22120,A,38.2727272727272,153,4303.01992988586,38.2727272727272,762
Others,84534B,B,61.5454545454545,153,641.900013208389,61.5454545454545,762
Others,22262,B,87.9090909090909,153,952.990016818047,87.9090909090909,762
Others,21529,B,50.3000000000000,152,1790.44001746178,50.3000000000000,767
Others,22745,A,546.5000000000000,152,2229.93994951248,546.5000000000000,767
Others,22950,A,1538.0000000000000,152,4231.60008430481,1538.0000000000000,767
Others,84212,A,1289.1818181818181,151,6815.27977585793,1289.1818181818181,770
Others,22071,A,62.8181818181818,151,2572.04001140594,62.8181818181818,770
Others,22251,B,102.0000000000000,151,1376.85997080803,102.0000000000000,770
Others,22334,A,134.1818181818181,151,2314.10001301765,134.1818181818181,770
Others,21383,B,109.1818181818181,151,828.31997525692,109.1818181818181,770
Others,22192,A,36.2727272727272,150,3296.73001337051,36.2727272727272,775
Others,21384,B,319.5000000000000,150,1810.19004642963,319.5000000000000,775
Others,22575,A,366.2500000000000,150,2762.27004623413,366.2500000000000,775
Others,79320,A,90.4000000000000,150,4357.37993621826,90.4000000000000,775
Others,22341,A,216.3636363636363,150,3926.67998671532,216.3636363636363,775
Others,22661,B,553.5000000000000,150,1768.27005648613,553.5000000000000,775
Others,47599B,A,192.5000000000000,150,3649.07995843887,192.5000000000000,775
Others,21768,A,40.7272727272727,150,6152.14989185333,40.7272727272727,775
Others,22398,B,172.2500000000000,150,1738.3399977684,172.2500000000000,775
Others,22497,A,61.8000000000000,150,2639.80000400543,61.8000000000000,775
Others,22443,A,55.8750000000000,150,3445.1099357605,55.8750000000000,775
Others,21126,B,151.0909090909090,149,1510.25999379158,151.0909090909090,786
Others,22041,A,238.6363636363636,149,5984.1397767067,238.6363636363636,786
Others,22493,A,315.5000000000000,149,2976.30001544952,315.5000000000000,786
Others,84596F,B,82.0000000000000,148,1142.78998565674,82.0000000000000,789
Others,21556,B,47.2727272727272,148,1412.83997893333,47.2727272727272,789
Others,70006,A,150.0000000000000,148,2102.90000033379,150.0000000000000,789
Others,21611,A,68.1818181818181,148,2182.19002079964,68.1818181818181,789
Others,84510B,B,130.2222222222222,148,1483.19997286797,130.2222222222222,789
Others,22399,A,322.3750000000000,148,3021.78993606567,322.3750000000000,789
Others,21983,B,327.0909090909090,148,1027.67997708917,327.0909090909090,789
Others,85199L,B,173.3636363636363,148,1263.30995237827,173.3636363636363,789
Others,22571,B,534.7500000000000,147,1787.01005065441,534.7500000000000,797
Others,84568,A,2017.6363636363636,147,4629.91993059218,2017.6363636363636,797
Others,35004B,A,77.4545454545454,147,3627.69003582001,77.4545454545454,797
Others,21625,A,49.3636363636363,147,3839.36990737915,49.3636363636363,797
Others,21591,B,145.5454545454545,147,1996.68999862671,145.5454545454545,797
Others,84279B,A,88.0000000000000,146,2302.22002601624,88.0000000000000,802
Others,22593,B,564.5000000000000,146,1903.64005303383,564.5000000000000,802
Others,22600,B,618.2500000000000,146,2017.03006136417,618.2500000000000,802
Others,85178,A,242.1818181818181,146,2885.76002717018,242.1818181818181,802
Others,22712,B,282.1666666666666,145,716.50999468565,282.1666666666666,806
Others,21471,A,65.0909090909090,145,2679.92000722885,65.0909090909090,806
Others,84535B,B,101.4545454545454,145,741.179976701736,101.4545454545454,806
Others,21466,A,51.5454545454545,145,2146.09000301361,51.5454545454545,806
Others,21203,A,171.0000000000000,145,2527.00000929832,171.0000000000000,806
Others,21735,A,51.8181818181818,144,7411.62997245789,51.8181818181818,811
Others,84912A,A,82.9090909090909,144,2352.22998738289,82.9090909090909,811
Others,22025,B,170.3636363636363,144,775.739991754293,170.3636363636363,811
Others,22231,B,96.4545454545454,144,1574.56003260612,96.4545454545454,811
Others,21680,B,168.9090909090909,144,1575.45004183054,168.9090909090909,811
Others,22632,A,1824.0000000000000,144,7035.34995603561,1824.0000000000000,811
Others,22107,A,48.9090909090909,144,2187.91001939774,48.9090909090909,811
Others,22491,A,535.8333333333333,144,2544.53008341789,535.8333333333333,811
Others,22562,A,249.0000000000000,144,2276.15993404388,249.0000000000000,811
Others,85048,A,61.1818181818181,143,5296.47988128662,61.1818181818181,820
Others,84837,A,27.8888888888888,143,3210.04000091553,27.8888888888888,820
Others,15039,A,265.9090909090909,143,2289.8299703598,265.9090909090909,820
Others,21410,B,27.3636363636363,143,1390.4300031662,27.3636363636363,820
Others,21494,A,123.6363636363636,143,2120.47999155521,123.6363636363636,820
Others,22426,A,76.2857142857142,143,2046.65000748634,76.2857142857142,820
Others,21846,A,102.4545454545454,143,2451.04998779297,102.4545454545454,820
Others,15044A,A,408.0909090909090,143,11721.6798219681,408.0909090909090,820
Others,84989A,B,189.9090909090909,143,1112.35000354052,189.9090909090909,820
Others,85232D,A,43.1818181818181,142,2459.909948349,43.1818181818181,829
Others,22940,A,458.5000000000000,142,3808.11000347137,458.5000000000000,829
Others,21058,B,104.5454545454545,142,1011.73002445698,104.5454545454545,829
Others,85017A,B,99.3636363636363,142,737.770005941391,99.3636363636363,829
Others,21677,B,104.6363636363636,142,998.530025243759,104.6363636363636,829
Others,82613D,B,39.6363636363636,142,667.519997596741,39.6363636363636,829
Others,22749,A,377.0000000000000,142,2795.010014534,377.0000000000000,829
Others,22291,A,172.6363636363636,141,2498.13005518913,172.6363636363636,836
Others,21675,B,92.5454545454545,141,890.550021827221,92.5454545454545,836
Others,22580,A,150.7500000000000,141,3593.12988567352,150.7500000000000,836
Others,22482,B,214.1250000000000,141,2013.56996154785,214.1250000000000,836
Others,21867,B,56.0000000000000,141,855.099997520447,56.0000000000000,836
Others,22430,A,122.5000000000000,141,3271.18992996216,122.5000000000000,836
Others,21765,A,36.8000000000000,140,3052.5399389267,36.8000000000000,842
Others,22451,A,105.5000000000000,140,2789.59994602203,105.5000000000000,842
Others,15044D,A,85.9090909090909,140,2713.31999635696,85.9090909090909,842
Others,22737,A,678.5000000000000,140,2210.63999187946,678.5000000000000,842
Others,85231G,B,63.2727272727272,140,611.490016937256,63.2727272727272,842
Others,21207,A,221.5454545454545,140,3755.28005099297,221.5454545454545,842
Others,22047,B,406.8181818181818,140,1809.49995592237,406.8181818181818,842
Others,20692,A,90.8000000000000,139,3682.75999736786,90.8000000000000,849
Others,22754,B,391.3333333333333,139,989.380027532578,391.3333333333333,849
Others,21153,A,39.3000000000000,139,4294.68987083435,39.3000000000000,849
Others,15044C,B,57.9090909090909,138,1948.19999742508,57.9090909090909,852
Others,20748,A,138.6363636363636,138,13286.3102974892,138.6363636363636,852
Others,85184C,B,51.8181818181818,138,1756.29000878334,51.8181818181818,852
Others,21467,A,64.6363636363636,138,2071.86000108719,64.6363636363636,852
Others,85049H,B,107.5454545454545,137,1151.8099937439,107.5454545454545,856
Others,22449,A,88.0000000000000,137,2354.85995101929,88.0000000000000,856
Others,21913,A,63.7272727272727,137,2608.67003202438,63.7272727272727,856
Others,21749,A,333.3636363636363,137,7032.42003488541,333.3636363636363,856
Others,85017B,B,97.2727272727272,137,718.700005590916,97.2727272727272,856
Others,21157,B,54.1818181818181,136,1345.17995357513,54.1818181818181,861
Others,22611,A,80.2500000000000,136,3042.71991443634,80.2500000000000,861
Others,37500,A,41.1818181818181,136,3966.69991397858,41.1818181818181,861
Others,22155,B,224.9090909090909,136,1089.80997058749,224.9090909090909,861
Others,22544,B,514.5000000000000,135,1735.38995441794,514.5000000000000,865
Others,22579,B,326.0000000000000,135,1135.13002920151,326.0000000000000,865
Others,84849D,B,92.8000000000000,135,1547.46004724503,92.8000000000000,865
Others,22434,A,228.1428571428571,135,2856.93001317978,228.1428571428571,865
Others,21463,A,51.2727272727272,135,3284.34989452362,51.2727272727272,865
Others,21082,B,644.6363636363636,135,1806.9700217247,644.6363636363636,865
Others,21528,A,58.4545454545454,135,3841.7699136734,58.4545454545454,865
Others,22036,B,149.9090909090909,135,695.109984278679,149.9090909090909,865
Others,21773,B,40.9090909090909,135,703.869996786118,40.9090909090909,865
Others,22594,B,470.0000000000000,134,1638.32004070282,470.0000000000000,874
Others,22628,A,168.7500000000000,134,3260.08993053436,168.7500000000000,874
Others,22439,B,219.1428571428571,134,1003.659963727,219.1428571428571,874
Others,22285,A,160.5454545454545,134,2639.20000600815,160.5454545454545,874
Others,20671,B,67.8181818181818,134,988.719994783401,67.8181818181818,874
Others,21648,A,154.7272727272727,134,2343.49997997284,154.7272727272727,874
Others,22186,A,78.2727272727272,134,2542.31001496315,78.2727272727272,874
Others,84985A,B,53.0909090909090,134,940.310025930405,53.0909090909090,874
Others,22421,B,247.8333333333333,134,656.409996986389,247.8333333333333,874
Others,40016,A,775.1818181818181,134,2954.92995595932,775.1818181818181,874
Others,84968B,A,42.7000000000000,134,5681.40002727509,42.7000000000000,874
Others,22716,B,320.6000000000000,134,682.679984480143,320.6000000000000,874
Others,22118,A,41.1818181818181,133,2364.44997119904,41.1818181818181,886
Others,21161,B,105.5454545454545,133,1062.58001852036,105.5454545454545,886
Others,22091,B,99.1818181818181,133,1315.68997848034,99.1818181818181,886
Others,21125,B,127.8181818181818,132,1301.61999464035,127.8181818181818,889
Others,21717,A,103.0909090909090,132,3062.09993171692,103.0909090909090,889
Others,22466,A,226.7500000000000,132,3369.64002752304,226.7500000000000,889
Others,22633,A,1455.0000000000000,131,2928.14993906021,1455.0000000000000,892
Others,20985,B,89.4545454545454,131,1237.30999302864,89.4545454545454,892
Others,21054,A,24.7272727272727,131,2529.40995025635,24.7272727272727,892
Others,22458,A,112.7500000000000,130,2106.1899740696,112.7500000000000,895
Others,22309,A,82.9090909090909,130,2230.48993730545,82.9090909090909,895
Others,84795C,A,29.3636363636363,130,2736.68993091583,29.3636363636363,895
Others,22277,B,77.1818181818181,130,1744.12996435165,77.1818181818181,895
Others,22081,B,74.1818181818181,130,1392.97998070717,74.1818181818181,895
Others,21947,B,72.4545454545454,129,1068.06999731064,72.4545454545454,900
Others,22750,A,319.0000000000000,129,2352.27001476288,319.0000000000000,900
Others,21324,A,79.0909090909090,129,2385.39000105858,79.0909090909090,900
Others,84581,B,26.3636363636363,129,1099.72000408173,26.3636363636363,900
Others,72756,A,573.1428571428571,129,5459.48001766205,573.1428571428571,900
Others,72802C,A,57.8181818181818,129,2700.67998981476,57.8181818181818,900
Others,21609,B,59.0909090909090,128,1865.10001397133,59.0909090909090,906
Others,22405,B,141.2500000000000,128,1400.49999094009,141.2500000000000,906
Others,22603,B,510.5000000000000,128,1651.49005103111,510.5000000000000,906
Others,22261,B,135.9090909090909,128,1449.24003636837,135.9090909090909,906
Others,22535,B,288.7500000000000,128,1028.84997144341,288.7500000000000,906
Others,22537,B,439.6250000000000,128,1393.1499966979,439.6250000000000,906
Others,22076,B,90.6363636363636,127,1645.17998766899,90.6363636363636,912
Others,21830,B,332.4545454545454,127,1534.08995497227,332.4545454545454,912
Others,21557,B,31.2727272727272,127,1205.13000011444,31.2727272727272,912
Others,22459,A,110.3750000000000,127,2083.55997514725,110.3750000000000,912
Others,85114B,A,123.7272727272727,127,2402.10000765324,123.7272727272727,912
Others,21249,A,77.6363636363636,127,2368.8000035286,77.6363636363636,912
Others,22167,A,36.4545454545454,127,3237.10995197296,36.4545454545454,912
Others,22746,B,470.0000000000000,127,1883.72996282578,470.0000000000000,912
Others,22601,B,509.2500000000000,126,1660.53005039692,509.2500000000000,920
Others,21389,B,100.4545454545454,126,973.390023827553,100.4545454545454,920
Others,21588,A,130.0909090909090,126,3360.14990115166,130.0909090909090,920
Others,15044B,A,121.7272727272727,126,3667.79996871948,121.7272727272727,920
Others,21642,B,134.1818181818181,126,1366.59003281593,134.1818181818181,920
Others,21039,B,67.7272727272727,126,1948.48996353149,67.7272727272727,920
Others,22208,B,60.8181818181818,126,1160.77998507023,60.8181818181818,920
Others,22477,B,118.8750000000000,125,1251.22999930382,118.8750000000000,927
Others,22177,A,36.1111111111111,125,3101.45994663239,36.1111111111111,927
Others,21645,B,86.7272727272727,125,1617.89997780323,86.7272727272727,927
Others,84559A,B,71.0909090909090,124,702.260019540787,71.0909090909090,930
Others,84937,A,423.6666666666666,124,5394.53992843628,423.6666666666666,930
Others,21784,A,19.9090909090909,124,2709.50998020172,19.9090909090909,930
Others,22445,B,76.3750000000000,124,1921.41002035141,76.3750000000000,930
Others,47597,B,35.7777777777777,124,644.879987478256,35.7777777777777,930
Others,22066,B,103.2727272727272,124,1589.71003484726,103.2727272727272,930
Others,21775,C,31.0000000000000,124,568.02999830246,31.0000000000000,930
Others,21448,B,50.5454545454545,124,955.089985132217,50.5454545454545,930
Others,22410,B,127.0000000000000,123,1278.75999641418,127.0000000000000,938
Others,84327A,B,106.5555555555555,123,1820.26998519897,106.5555555555555,938
Others,21224,B,104.0000000000000,123,1453.019998312,104.0000000000000,938
Others,75049L,A,579.2727272727272,123,5869.36013007164,579.2727272727272,938
Others,22325,B,38.5454545454545,123,1864.93994951248,38.5454545454545,938
Others,22075,B,102.3636363636363,123,1826.8599947691,102.3636363636363,938
Others,22476,A,51.6250000000000,123,2137.78996944427,51.6250000000000,938
Others,22094,B,117.0000000000000,123,1374.5099645853,117.0000000000000,938
Others,22753,B,285.0000000000000,123,725.610020041466,285.0000000000000,938
Others,21924,A,28.6363636363636,123,2486.65993976593,28.6363636363636,938
Others,22135,C,90.8181818181818,122,452.530000448227,90.8181818181818,948
Others,21206,B,76.7272727272727,122,1420.61998152733,76.7272727272727,948
Others,20992,B,130.0000000000000,122,1020.12001991272,130.0000000000000,948
Others,21741,B,43.6363636363636,122,1571.60000944138,43.6363636363636,948
Others,22098,B,69.4545454545454,122,835.299993753433,69.4545454545454,948
Others,22260,B,88.5454545454545,122,981.270019888878,88.5454545454545,948
Others,22564,B,214.8750000000000,122,1970.36994433403,214.8750000000000,948
Others,22738,A,663.0000000000000,122,2173.1799916029,663.0000000000000,948
Others,21730,A,37.6363636363636,122,2136.2999458313,37.6363636363636,948
Others,22193,A,39.5454545454545,122,3564.05002212524,39.5454545454545,948
Others,22322,B,67.1818181818181,121,723.000011086464,67.1818181818181,958
Others,22460,A,216.6250000000000,121,2320.92998123169,216.6250000000000,958
Others,20729,B,751.7142857142857,121,1778.12003135681,751.7142857142857,958
Others,84913A,B,26.2727272727272,121,1091.24998378754,26.2727272727272,958
Others,21993,B,75.9090909090909,121,1651.93000030518,75.9090909090909,958
Others,21586,A,113.0909090909090,121,2956.19991779327,113.0909090909090,958
Others,22581,B,386.2500000000000,121,1296.30003654957,386.2500000000000,958
Others,22228,B,63.0909090909090,121,648.340012669563,63.0909090909090,958
Others,21201,A,127.6363636363636,121,3301.07989382744,127.6363636363636,958
Others,22514,B,94.1250000000000,121,1439.65997600555,94.1250000000000,958
Others,22134,B,128.9090909090909,121,598.390001684427,128.9090909090909,958
Others,21445,B,115.5454545454545,120,1577.2299721241,115.5454545454545,969
Others,20684,B,39.5454545454545,120,1427.20999908447,39.5454545454545,969
Others,22127,A,260.5454545454545,120,3400.72991657257,260.5454545454545,969
Others,22440,B,330.2857142857142,120,938.229987710714,330.2857142857142,969
Others,22533,B,314.2500000000000,120,1040.57997822762,314.2500000000000,969
Others,22472,A,90.1250000000000,120,3315.85995101929,90.1250000000000,969
Others,22060,A,44.5454545454545,119,4449.68000411987,44.5454545454545,975
Others,21923,A,37.4444444444444,119,2662.63993835449,37.4444444444444,975
Others,22626,A,40.4285714285714,119,2425.6800031662,40.4285714285714,975
Others,22099,B,56.6363636363636,119,698.529996037483,56.6363636363636,975
Others,10135,B,152.0000000000000,119,1963.9899520874,152.0000000000000,975
Others,22217,B,127.3636363636363,119,1812.26997613907,127.3636363636363,975
Others,51014A,B,217.7272727272727,119,2021.49005699158,217.7272727272727,975
Others,21643,B,75.3636363636363,119,1185.22999620438,75.3636363636363,975
Others,21211,B,132.3636363636363,119,1998.34003686905,132.3636363636363,975
Others,84950,B,176.0909090909090,119,1553.87003135681,176.0909090909090,975
Others,21063,B,74.2727272727272,118,702.800018429756,74.2727272727272,985
Others,22046,B,322.7272727272727,118,1458.99996012449,322.7272727272727,985
Others,22672,B,389.6666666666666,118,1881.50999224186,389.6666666666666,985
Others,22176,B,53.1818181818181,118,1692.96000599861,53.1818181818181,985
Others,22187,A,60.5454545454545,118,2813.81999588013,60.5454545454545,985
Others,85132A,A,66.5454545454545,118,3303.28001689911,66.5454545454545,985
Others,22495,B,61.1000000000000,118,1774.13000917435,61.1000000000000,985
Others,22804,A,835.5000000000000,118,4666.40998244286,835.5000000000000,985
Others,21706,A,87.3636363636363,117,3190.78995418549,87.3636363636363,993
Others,40018F,A,109.2000000000000,117,2100.33005475998,109.2000000000000,993
Others,22559,B,131.3750000000000,117,1325.3299844265,131.3750000000000,993
Others,16235,C,195.2727272727272,117,502.979989483953,195.2727272727272,993
Others,22085,A,177.4545454545454,117,5187.01995849609,177.4545454545454,993
Others,84459B,B,67.3636363636363,117,1238.98999619484,67.3636363636363,993
Others,21158,B,98.0000000000000,116,939.42001748085,98.0000000000000,999
Others,85231L,B,173.1666666666666,116,838.350026249886,173.1666666666666,999
Others,22526,A,50.8750000000000,116,4816.40996360779,50.8750000000000,999
Others,22851,B,635.6666666666666,116,1400.81000506878,635.6666666666666,999
Others,11001,A,261.7272727272727,116,4482.79008841515,261.7272727272727,999
Others,85016,B,99.0000000000000,116,1404.72996926308,99.0000000000000,999
Others,22347,A,301.7777777777777,115,3119.17988753319,301.7777777777777,1005
Others,84969,B,34.4545454545454,115,1720.65000629425,34.4545454545454,1005
Others,21364,A,35.0909090909090,115,2833.76001548767,35.0909090909090,1005
Others,22117,B,37.0909090909090,115,1202.13001012802,37.0909090909090,1005
Others,84993A,C,94.4545454545454,115,453.789986670017,94.4545454545454,1005
Others,22162,B,45.3636363636363,114,1576.7500166893,45.3636363636363,1010
Others,18097C,B,82.0000000000000,114,1900.56998848915,82.0000000000000,1010
Others,22959,B,1750.0000000000000,114,1453.99995744228,1750.0000000000000,1010
Others,21789,B,171.2727272727272,114,1537.45002233982,171.2727272727272,1010
Others,22613,B,238.5000000000000,114,1123.32001435757,238.5000000000000,1010
Others,22414,A,85.2000000000000,114,4755.01991939545,85.2000000000000,1010
Others,84559B,B,72.0000000000000,114,702.920019745827,72.0000000000000,1010
Others,22713,B,346.3333333333333,114,837.830008119345,346.3333333333333,1010
Others,21354,B,147.0000000000000,114,1897.76996469498,147.0000000000000,1010
Others,21612,B,69.8000000000000,113,2025.77001142502,69.8000000000000,1019
Others,21945,B,129.3636363636363,113,845.470006048679,129.3636363636363,1019
Others,37501,A,27.1818181818181,113,2170.28994464874,27.1818181818181,1019
Others,21204,B,95.8181818181818,113,1723.80000686646,95.8181818181818,1019
Others,21788,B,181.5454545454545,112,1622.79002702236,181.5454545454545,1023
Others,20770,B,63.3636363636363,112,1373.93997550011,63.3636363636363,1023
Others,35971,B,133.6363636363636,112,1294.19998836517,133.6363636363636,1023
Others,21059,B,81.0000000000000,112,739.620021700859,81.0000000000000,1023
Others,21446,B,65.7272727272727,112,921.329996824265,65.7272727272727,1023
Others,22372,B,29.5555555555555,112,1482.54997873306,29.5555555555555,1023
Others,84578,B,44.4000000000000,112,854.910006523132,44.4000000000000,1023
Others,85098B,B,32.8181818181818,112,1438.19000482559,32.8181818181818,1023
Others,22951,B,892.5000000000000,112,941.250008046627,892.5000000000000,1023
Others,84509B,B,38.0909090909090,111,1578.53000402451,38.0909090909090,1032
Others,22454,A,125.8750000000000,111,2796.80999660492,125.8750000000000,1032
Others,21869,B,210.6666666666666,111,1469.57996201515,210.6666666666666,1032
Others,21949,B,158.3636363636363,111,2025.86993718147,158.3636363636363,1032
Others,21576,B,39.0000000000000,111,974.859999656677,39.0000000000000,1032
Others,22515,B,94.5000000000000,111,1464.05997848511,94.5000000000000,1032
Others,22148,A,130.1000000000000,111,2556.98999619484,130.1000000000000,1032
Others,21469,A,77.6363636363636,111,2314.07000350952,77.6363636363636,1032
Others,22359,A,132.8750000000000,111,3343.13006067276,132.8750000000000,1032
Others,85176,B,155.7272727272727,111,1301.74000680447,155.7272727272727,1032
Others,84659A,B,23.3636363636363,111,664.06999206543,23.3636363636363,1032
Others,21581,B,80.7272727272727,111,1211.21001338959,80.7272727272727,1032
Others,22907,B,802.0000000000000,111,1214.27000808716,802.0000000000000,1032
Others,22323,B,55.1818181818181,111,1628.71001529694,55.1818181818181,1032
Others,90167,B,198.8181818181818,110,1792.6700540781,198.8181818181818,1046
Others,21647,B,63.3636363636363,110,1582.17994499207,63.3636363636363,1046
Others,22425,B,58.3333333333333,110,1741.93995094299,58.3333333333333,1046
Others,84818,B,32.0000000000000,110,888.289984703064,32.0000000000000,1046
Others,84676,A,94.2222222222222,110,2102.46001935005,94.2222222222222,1046
Others,72800E,B,63.7272727272727,110,1072.11999702454,63.7272727272727,1046
Others,85226A,B,131.5454545454545,110,770.680005073547,131.5454545454545,1046
Others,35809A,B,64.0909090909090,110,1151.40999627113,64.0909090909090,1046
Others,22128,A,185.5454545454545,110,2482.05996322632,185.5454545454545,1046
Others,21408,B,36.0000000000000,109,1635.24000740051,36.0000000000000,1055
Others,22566,B,201.6250000000000,109,1279.25004160404,201.6250000000000,1055
Others,21437,A,169.2500000000000,109,2350.92001247406,169.2500000000000,1055
Others,22612,A,143.0000000000000,109,3984.98993492126,143.0000000000000,1055
Others,85214,B,31.6363636363636,109,610.179990172386,31.6363636363636,1055
Others,22068,B,47.6363636363636,109,1005.74999177456,47.6363636363636,1055
Others,22591,A,223.5000000000000,109,2237.71994686127,223.5000000000000,1055
Others,22406,A,242.1250000000000,109,2505.10993409157,242.1250000000000,1055
Others,82605,C,21.0000000000000,108,517.369983911514,21.0000000000000,1063
Others,21725,B,65.8181818181818,108,660.020015954971,65.8181818181818,1063
Others,21827,B,67.3636363636363,108,951.389997720718,67.3636363636363,1063
