stock_code,abc_class,cluster_label,cluster_name,pick_frequency,monthly_velocity,total_sales
22535,B,0,A-Group (Fast),128,288.75,1028.84997144341
22537,B,0,A-Group (Fast),128,439.625,1393.1499966979
22076,B,0,A-Group (Fast),127,90.6363636363636,1645.17998766899
21830,B,0,A-Group (Fast),127,332.4545454545454,1534.08995497227
21557,B,1,B-Group (Medium),127,31.2727272727272,1205.13000011444
22459,A,0,A-Group (Fast),127,110.375,2083.55997514725
85114B,A,0,A-Group (Fast),127,123.7272727272727,2402.10000765324
21249,A,0,A-Group (Fast),127,77.6363636363636,2368.8000035286
22167,A,1,B-Group (Medium),127,36.4545454545454,3237.10995197296
22746,B,0,A-Group (Fast),127,470.0,1883.72996282578
22601,B,0,A-Group (Fast),126,509.25,1660.53005039692
21389,B,0,A-Group (Fast),126,100.4545454545454,973.390023827553
21588,A,0,A-Group (Fast),126,130.090909090909,3360.14990115166
15044B,A,0,A-Group (Fast),126,121.7272727272727,3667.79996871948
21642,B,0,A-Group (Fast),126,134.1818181818181,1366.59003281593
21039,B,0,A-Group (Fast),126,67.7272727272727,1948.48996353149
22208,B,1,B-Group (Medium),126,60.8181818181818,1160.77998507023
22477,B,0,A-Group (Fast),125,118.875,1251.22999930382
22177,A,1,B-Group (Medium),125,36.1111111111111,3101.45994663239
21645,B,0,A-Group (Fast),125,86.7272727272727,1617.89997780323
84559A,B,0,A-Group (Fast),124,71.090909090909,702.260019540787
84937,A,0,A-Group (Fast),124,423.6666666666666,5394.53992843628
21784,A,1,B-Group (Medium),124,19.9090909090909,2709.50998020172
22445,B,0,A-Group (Fast),124,76.375,1921.41002035141
47597,B,1,B-Group (Medium),124,35.7777777777777,644.879987478256
22066,B,0,A-Group (Fast),124,103.2727272727272,1589.71003484726
21775,C,1,B-Group (Medium),124,31.0,568.02999830246
21448,B,1,B-Group (Medium),124,50.5454545454545,955.089985132217
22410,B,0,A-Group (Fast),123,127.0,1278.75999641418
84327A,B,0,A-Group (Fast),123,106.5555555555555,1820.26998519897
21224,B,0,A-Group (Fast),123,104.0,1453.019998312
75049L,A,0,A-Group (Fast),123,579.2727272727273,5869.36013007164
22325,B,1,B-Group (Medium),123,38.5454545454545,1864.93994951248
22075,B,0,A-Group (Fast),123,102.3636363636363,1826.8599947691
22476,A,1,B-Group (Medium),123,51.625,2137.78996944427
22094,B,0,A-Group (Fast),123,117.0,1374.5099645853
22753,B,0,A-Group (Fast),123,285.0,725.610020041466
21924,A,1,B-Group (Medium),123,28.6363636363636,2486.65993976593
22135,C,0,A-Group (Fast),122,90.8181818181818,452.530000448227
21206,B,0,A-Group (Fast),122,76.7272727272727,1420.61998152733
20992,B,0,A-Group (Fast),122,130.0,1020.12001991272
21741,B,1,B-Group (Medium),122,43.6363636363636,1571.60000944138
22098,B,0,A-Group (Fast),122,69.4545454545454,835.299993753433
22260,B,0,A-Group (Fast),122,88.5454545454545,981.270019888878
22564,B,0,A-Group (Fast),122,214.875,1970.36994433403
22738,A,0,A-Group (Fast),122,663.0,2173.1799916029
21730,A,1,B-Group (Medium),122,37.6363636363636,2136.2999458313
22193,A,1,B-Group (Medium),122,39.5454545454545,3564.05002212524
22322,B,1,B-Group (Medium),121,67.1818181818181,723.000011086464
22460,A,0,A-Group (Fast),121,216.625,2320.92998123169
20729,B,0,A-Group (Fast),121,751.7142857142857,1778.12003135681
84913A,B,1,B-Group (Medium),121,26.2727272727272,1091.24998378754
21993,B,0,A-Group (Fast),121,75.9090909090909,1651.93000030518
21586,A,0,A-Group (Fast),121,113.090909090909,2956.19991779327
22581,B,0,A-Group (Fast),121,386.25,1296.30003654957
22228,B,1,B-Group (Medium),121,63.090909090909,648.340012669563
21201,A,0,A-Group (Fast),121,127.6363636363636,3301.07989382744
22514,B,0,A-Group (Fast),121,94.125,1439.65997600555
22134,B,0,A-Group (Fast),121,128.9090909090909,598.390001684427
21445,B,0,A-Group (Fast),120,115.5454545454545,1577.2299721241
20684,B,1,B-Group (Medium),120,39.5454545454545,1427.20999908447
22127,A,0,A-Group (Fast),120,260.5454545454545,3400.72991657257
22440,B,0,A-Group (Fast),120,330.2857142857142,938.229987710714
22533,B,0,A-Group (Fast),120,314.25,1040.57997822762
22472,A,0,A-Group (Fast),120,90.125,3315.85995101929
22060,A,1,B-Group (Medium),119,44.5454545454545,4449.68000411987
21923,A,1,B-Group (Medium),119,37.4444444444444,2662.63993835449
22626,A,1,B-Group (Medium),119,40.4285714285714,2425.6800031662
22099,B,1,B-Group (Medium),119,56.6363636363636,698.529996037483
10135,B,0,A-Group (Fast),119,152.0,1963.9899520874
22217,B,0,A-Group (Fast),119,127.3636363636363,1812.26997613907
51014A,B,0,A-Group (Fast),119,217.7272727272727,2021.49005699158
21643,B,0,A-Group (Fast),119,75.3636363636363,1185.22999620438
21211,B,0,A-Group (Fast),119,132.3636363636363,1998.34003686905
84950,B,0,A-Group (Fast),119,176.090909090909,1553.87003135681
21063,B,0,A-Group (Fast),118,74.2727272727272,702.800018429756
22046,B,0,A-Group (Fast),118,322.7272727272727,1458.99996012449
22672,B,0,A-Group (Fast),118,389.6666666666666,1881.50999224186
22176,B,1,B-Group (Medium),118,53.1818181818181,1692.96000599861
22187,A,1,B-Group (Medium),118,60.5454545454545,2813.81999588013
85132A,A,1,B-Group (Medium),118,66.5454545454545,3303.28001689911
22495,B,1,B-Group (Medium),118,61.1,1774.13000917435
22804,A,0,A-Group (Fast),118,835.5,4666.40998244286
21706,A,0,A-Group (Fast),117,87.3636363636363,3190.78995418549
40018F,A,0,A-Group (Fast),117,109.2,2100.33005475998
22559,B,0,A-Group (Fast),117,131.375,1325.3299844265
16235,C,0,A-Group (Fast),117,195.2727272727272,502.979989483953
22085,A,0,A-Group (Fast),117,177.4545454545454,5187.01995849609
84459B,B,1,B-Group (Medium),117,67.3636363636363,1238.98999619484
21158,B,0,A-Group (Fast),116,98.0,939.42001748085
85231L,B,0,A-Group (Fast),116,173.1666666666666,838.350026249886
22526,A,1,B-Group (Medium),116,50.875,4816.40996360779
22851,B,0,A-Group (Fast),116,635.6666666666666,1400.81000506878
11001,A,0,A-Group (Fast),116,261.7272727272727,4482.79008841515
85016,B,0,A-Group (Fast),116,99.0,1404.72996926308
22347,A,0,A-Group (Fast),115,301.7777777777777,3119.17988753319
84969,B,1,B-Group (Medium),115,34.4545454545454,1720.65000629425
21364,A,1,B-Group (Medium),115,35.090909090909,2833.76001548767
22117,B,1,B-Group (Medium),115,37.090909090909,1202.13001012802
84993A,C,0,A-Group (Fast),115,94.4545454545454,453.789986670017
22162,B,1,B-Group (Medium),114,45.3636363636363,1576.7500166893
18097C,B,0,A-Group (Fast),114,82.0,1900.56998848915
22959,B,0,A-Group (Fast),114,1750.0,1453.99995744228
21789,B,0,A-Group (Fast),114,171.2727272727272,1537.45002233982
22613,B,0,A-Group (Fast),114,238.5,1123.32001435757
22414,A,0,A-Group (Fast),114,85.2,4755.01991939545
84559B,B,1,B-Group (Medium),114,72.0,702.920019745827
22713,B,0,A-Group (Fast),114,346.3333333333333,837.830008119345
21354,B,0,A-Group (Fast),114,147.0,1897.76996469498
21612,B,1,B-Group (Medium),113,69.8,2025.77001142502
21945,B,0,A-Group (Fast),113,129.3636363636363,845.470006048679
37501,A,1,B-Group (Medium),113,27.1818181818181,2170.28994464874
21204,B,0,A-Group (Fast),113,95.8181818181818,1723.80000686646
21788,B,0,A-Group (Fast),112,181.5454545454545,1622.79002702236
20770,B,1,B-Group (Medium),112,63.3636363636363,1373.93997550011
35971,B,0,A-Group (Fast),112,133.6363636363636,1294.19998836517
21059,B,0,A-Group (Fast),112,81.0,739.620021700859
21446,B,1,B-Group (Medium),112,65.7272727272727,921.329996824265
22372,B,1,B-Group (Medium),112,29.5555555555555,1482.54997873306
84578,B,1,B-Group (Medium),112,44.4,854.910006523132
85098B,B,1,B-Group (Medium),112,32.8181818181818,1438.19000482559
22951,B,0,A-Group (Fast),112,892.5,941.250008046627
84509B,B,1,B-Group (Medium),111,38.090909090909,1578.53000402451
22454,A,0,A-Group (Fast),111,125.875,2796.80999660492
21869,B,0,A-Group (Fast),111,210.6666666666666,1469.57996201515
21949,B,0,A-Group (Fast),111,158.3636363636363,2025.86993718147
21576,B,1,B-Group (Medium),111,39.0,974.859999656677
22515,B,0,A-Group (Fast),111,94.5,1464.05997848511
22148,A,0,A-Group (Fast),111,130.1,2556.98999619484
21469,A,0,A-Group (Fast),111,77.6363636363636,2314.07000350952
22359,A,0,A-Group (Fast),111,132.875,3343.13006067276
85176,B,0,A-Group (Fast),111,155.7272727272727,1301.74000680447
84659A,B,1,B-Group (Medium),111,23.3636363636363,664.06999206543
21581,B,0,A-Group (Fast),111,80.7272727272727,1211.21001338959
22907,B,0,A-Group (Fast),111,802.0,1214.27000808716
22323,B,1,B-Group (Medium),111,55.1818181818181,1628.71001529694
90167,B,0,A-Group (Fast),110,198.8181818181818,1792.6700540781
21647,B,1,B-Group (Medium),110,63.3636363636363,1582.17994499207
22425,B,1,B-Group (Medium),110,58.3333333333333,1741.93995094299
84818,B,1,B-Group (Medium),110,32.0,888.289984703064
84676,A,0,A-Group (Fast),110,94.2222222222222,2102.46001935005
72800E,B,1,B-Group (Medium),110,63.7272727272727,1072.11999702454
85226A,B,0,A-Group (Fast),110,131.5454545454545,770.680005073547
35809A,B,1,B-Group (Medium),110,64.090909090909,1151.40999627113
22128,A,0,A-Group (Fast),110,185.5454545454545,2482.05996322632
21408,B,1,B-Group (Medium),109,36.0,1635.24000740051
22566,B,0,A-Group (Fast),109,201.625,1279.25004160404
21437,A,0,A-Group (Fast),109,169.25,2350.92001247406
22612,A,0,A-Group (Fast),109,143.0,3984.98993492126
85214,B,1,B-Group (Medium),109,31.6363636363636,610.179990172386
22068,B,1,B-Group (Medium),109,47.6363636363636,1005.74999177456
22591,A,0,A-Group (Fast),109,223.5,2237.71994686127
22406,A,0,A-Group (Fast),109,242.125,2505.10993409157
82605,C,1,B-Group (Medium),108,21.0,517.369983911514
21725,B,1,B-Group (Medium),108,65.8181818181818,660.020015954971
21827,B,1,B-Group (Medium),108,67.3636363636363,951.389997720718
84598,A,0,A-Group (Fast),108,1494.181818181818,3352.05994845927
20747,A,0,A-Group (Fast),108,113.8333333333333,9224.9200553894
22834,B,0,A-Group (Fast),108,417.5,1749.99993944168
21904,B,1,B-Group (Medium),107,59.9090909090909,995.719977259636
22809,A,0,A-Group (Fast),107,490.0,2794.36000919342
84596E,B,1,B-Group (Medium),107,42.090909090909,618.799995183945
79072,A,1,B-Group (Medium),107,71.0,3083.19995880127
22161,B,0,A-Group (Fast),107,105.4545454545454,733.889986753464
85231E,B,0,A-Group (Fast),107,119.4285714285714,696.890020847321
21159,B,0,A-Group (Fast),106,85.9090909090909,784.730013608933
84791,B,1,B-Group (Medium),106,41.75,1086.13000702858
22587,B,0,A-Group (Fast),106,104.375,712.900019049644
22362,B,1,B-Group (Medium),106,38.25,954.140009641647
21348,B,1,B-Group (Medium),106,56.7272727272727,1433.42000627518
22194,A,1,B-Group (Medium),106,26.0,2399.43000650406
21726,B,1,B-Group (Medium),106,71.7272727272727,682.150017976761
22714,C,0,A-Group (Fast),106,228.0,571.87999355793
21340,A,1,B-Group (Medium),106,61.6363636363636,6756.95992565155
15034,C,0,A-Group (Fast),106,283.1818181818181,511.530002653599
22292,A,0,A-Group (Fast),106,146.4545454545454,2122.83005547524
21548,B,1,B-Group (Medium),106,61.8181818181818,1770.22000670433
22614,B,0,A-Group (Fast),106,356.5,628.629982858896
22436,B,0,A-Group (Fast),106,254.7142857142857,1094.8399810791
22311,B,1,B-Group (Medium),105,35.9090909090909,1680.96997404099
22422,B,0,A-Group (Fast),105,169.8333333333333,682.669982552528
35924,A,0,A-Group (Fast),105,105.9090909090909,2237.69002342224
21278,B,0,A-Group (Fast),105,246.2727272727272,1529.4999859333
82613B,C,1,B-Group (Medium),105,27.6363636363636,475.339998483658
72802B,B,1,B-Group (Medium),105,41.5454545454545,1929.88999557495
22146,A,0,A-Group (Fast),105,141.1,2629.22998976707
22855,B,0,A-Group (Fast),105,685.5,1666.58998346329
85017C,B,0,A-Group (Fast),105,92.6363636363636,677.350005269051
84840,B,1,B-Group (Medium),105,35.0,1796.8200006485
21349,A,1,B-Group (Medium),105,34.1818181818181,2582.41997146606
22574,B,0,A-Group (Fast),104,464.75,1560.20004403591
22153,B,0,A-Group (Fast),104,215.2727272727272,1033.00997117162
22165,A,1,B-Group (Medium),104,47.2727272727272,3978.67002916336
22069,B,1,B-Group (Medium),104,43.0,968.339994549751
21070,B,1,B-Group (Medium),104,75.090909090909,767.599997520447
21807,B,0,A-Group (Fast),104,210.6363636363636,1025.29997816682
21246,A,1,B-Group (Medium),104,39.1818181818181,2190.44992923737
22095,B,0,A-Group (Fast),104,101.5454545454545,1219.36997461319
21111,B,1,B-Group (Medium),104,38.9090909090909,1376.81000375748
85015,B,1,B-Group (Medium),104,63.9090909090909,967.989980459213
85124A,B,1,B-Group (Medium),104,35.1818181818181,1087.72998023033
22592,A,0,A-Group (Fast),104,257.75,3830.79001235962
84558A,A,1,B-Group (Medium),104,77.090909090909,2441.50001096725
22573,B,0,A-Group (Fast),103,391.25,1327.31003582478
22152,B,0,A-Group (Fast),103,271.3636363636363,1228.89998912811
20990,B,0,A-Group (Fast),103,127.8571428571428,1706.14002299309
21274,A,1,B-Group (Medium),103,15.090909090909,2307.59999656677
84968A,A,1,B-Group (Medium),103,22.2727272727272,3194.77000641823
21465,B,1,B-Group (Medium),103,49.090909090909,1910.10000801086
84763,B,1,B-Group (Medium),103,70.9090909090909,1000.3799996376
22565,B,0,A-Group (Fast),103,100.5,747.540019512177
22250,B,1,B-Group (Medium),103,62.8181818181818,640.230012059212
21811,B,0,A-Group (Fast),102,99.5454545454545,1413.26999926567
21640,B,0,A-Group (Fast),102,124.7272727272727,1229.25002968311
21397,B,0,A-Group (Fast),102,91.2727272727272,1359.29997754097
22320,A,1,B-Group (Medium),102,36.0,2320.39992523193
22093,C,1,B-Group (Medium),102,43.1818181818181,553.969996452332
22496,B,1,B-Group (Medium),102,44.0,1340.00000977516
22033,C,0,A-Group (Fast),102,110.7272727272727,519.819988548756
21806,B,0,A-Group (Fast),102,213.3636363636363,1026.07997652888
21056,A,1,B-Group (Medium),102,26.3636363636363,2592.44994449615
84754,B,0,A-Group (Fast),102,89.8181818181818,1213.69998264313
21358,B,1,B-Group (Medium),102,59.0,816.649998188019
20730,B,0,A-Group (Fast),102,221.8,1011.70001673698
21143,A,0,A-Group (Fast),102,126.4545454545454,2686.5200483799
22282,A,1,B-Group (Medium),102,33.2727272727272,4333.56998825073
22474,A,1,B-Group (Medium),102,73.875,2746.56996250153
85031C,B,1,B-Group (Medium),101,43.0,977.879990577698
22586,B,0,A-Group (Fast),101,115.875,777.330022215843
84031A,B,1,B-Group (Medium),101,49.2727272727272,1779.06001901627
22572,B,0,A-Group (Fast),101,330.75,1111.08003079891
21942,B,0,A-Group (Fast),101,119.9090909090909,753.400004684925
22904,A,0,A-Group (Fast),101,453.0,2609.10001921654
84854,B,1,B-Group (Medium),101,33.3636363636363,2010.16996479034
21580,B,1,B-Group (Medium),101,29.3636363636363,797.249997377396
47592A,B,1,B-Group (Medium),101,33.1,637.369976997375
21009,B,0,A-Group (Fast),101,95.090909090909,1493.73999762535
21651,B,0,A-Group (Fast),101,102.090909090909,1813.50999760628
85232A,B,1,B-Group (Medium),101,25.8181818181818,1435.97995281219
21687,B,1,B-Group (Medium),101,47.7,1871.23001122475
85086A,C,1,B-Group (Medium),101,39.9090909090909,444.950006484985
22450,B,1,B-Group (Medium),100,64.375,1718.34995985031
22058,B,1,B-Group (Medium),100,46.7272727272727,786.780004501343
20669,C,1,B-Group (Medium),100,40.0,591.999998807907
21626,B,1,B-Group (Medium),100,60.3636363636363,1355.91003155708
22945,A,0,A-Group (Fast),100,1316.0,2192.83006680012
21106,B,1,B-Group (Medium),100,44.3636363636363,1513.58000922203
21653,A,0,A-Group (Fast),100,118.0,2424.95995378494
84519A,B,1,B-Group (Medium),100,54.9090909090909,1642.46001982689
72807B,A,1,B-Group (Medium),100,50.2727272727272,2382.9099855423
20764,B,1,B-Group (Medium),100,43.7272727272727,1320.68000149727
22265,B,0,A-Group (Fast),99,111.6363636363636,792.899980545044
22589,B,0,A-Group (Fast),99,169.0,1688.12996315956
22312,B,1,B-Group (Medium),99,27.1818181818181,1473.08996415138
22479,B,0,A-Group (Fast),99,90.375,928.809999465942
22376,B,1,B-Group (Medium),99,24.2222222222222,1206.02998590469
21990,B,1,B-Group (Medium),99,63.9090909090909,1458.59999704361
22704,B,0,A-Group (Fast),99,450.0,1117.9999679327
22751,B,0,A-Group (Fast),99,190.0,1423.20000457764
21002,B,1,B-Group (Medium),99,23.090909090909,950.879984378815
22692,A,0,A-Group (Fast),99,91.6,3155.06994724274
22900,B,0,A-Group (Fast),98,325.0,1903.98000478745
21910,B,0,A-Group (Fast),98,92.6363636363636,1320.62998878956
22154,B,0,A-Group (Fast),98,198.7272727272727,931.189981132746
21897,B,1,B-Group (Medium),98,40.8181818181818,1337.77001929283
22736,B,0,A-Group (Fast),98,394.0,1315.49998903275
84913B,B,1,B-Group (Medium),98,17.6363636363636,731.969987869263
22650,B,0,A-Group (Fast),98,120.3333333333333,1063.50002622604
21841,B,1,B-Group (Medium),98,28.7272727272727,1337.56000041962
C2,A,1,B-Group (Medium),98,8.9090909090909,5010.0
22319,B,0,A-Group (Fast),98,129.3636363636363,968.479968190193
22270,B,1,B-Group (Medium),98,43.6,1673.97000789642
21190,B,1,B-Group (Medium),98,53.7272727272727,1015.79998993874
22728,B,0,A-Group (Fast),98,192.5,1483.84000110626
21163,B,1,B-Group (Medium),97,79.0,717.29001057148
72586,B,0,A-Group (Fast),97,146.2727272727272,690.149979829788
84459A,B,1,B-Group (Medium),97,47.1818181818181,921.219998598099
84750A,B,1,B-Group (Medium),97,44.7272727272727,1083.31001400948
35471D,C,1,B-Group (Medium),97,25.2727272727272,452.619997501373
22576,B,0,A-Group (Fast),97,289.75,994.210026144981
21972,B,1,B-Group (Medium),97,59.090909090909,958.710030555725
21948,B,0,A-Group (Fast),96,146.0,1866.7399353981
22308,B,1,B-Group (Medium),96,34.8181818181818,1075.38998174667
85172,B,0,A-Group (Fast),96,250.6363636363636,1620.88000589609
22299,A,0,A-Group (Fast),96,198.2727272727272,2591.24994397163
22653,B,0,A-Group (Fast),96,182.25,1457.71003460884
37424,B,0,A-Group (Fast),96,473.090909090909,1093.99998831749
21805,B,0,A-Group (Fast),96,196.5454545454545,932.419982731342
22221,A,1,B-Group (Medium),96,68.8181818181818,5428.63986110687
22293,B,0,A-Group (Fast),96,97.9090909090909,1439.91004300117
21255,B,0,A-Group (Fast),96,95.2,860.079994916916
21440,B,1,B-Group (Medium),95,59.0,597.55999994278
22758,B,0,A-Group (Fast),95,225.6666666666666,858.429990053177
22475,B,1,B-Group (Medium),95,51.125,1978.69998168945
22545,B,0,A-Group (Fast),95,270.875,919.729973971844
21721,B,1,B-Group (Medium),95,72.0,710.530017733574
21288,B,1,B-Group (Medium),95,51.4545454545454,1295.39000654221
16236,C,1,B-Group (Medium),95,90.0,222.419994413853
85202,C,1,B-Group (Medium),95,44.7272727272727,232.599993556738
21925,B,0,A-Group (Fast),95,105.8571428571428,987.329990386963
35810A,B,1,B-Group (Medium),95,51.9090909090909,960.439993858337
22304,A,0,A-Group (Fast),94,136.3636363636363,3060.60994410515
22342,B,1,B-Group (Medium),94,71.5454545454545,1350.08998632431
21747,B,0,A-Group (Fast),94,145.0,1681.21995377541
22516,B,1,B-Group (Medium),94,78.0,1184.69998526573
72802A,A,1,B-Group (Medium),94,45.7272727272727,2081.76999187469
84520D,B,0,A-Group (Fast),94,233.0,639.470009803772
82613A,C,1,B-Group (Medium),94,37.6363636363636,568.859998703003
21593,B,0,A-Group (Fast),94,231.8333333333333,1629.30996704102
20956,B,0,A-Group (Fast),94,104.9090909090909,1419.28000497818
21474,A,1,B-Group (Medium),94,23.3333333333333,4189.50016021729
22747,B,0,A-Group (Fast),94,377.0,1501.79997301102
22862,B,0,A-Group (Fast),94,195.5,1671.07000160217
22816,B,0,A-Group (Fast),94,829.0,684.049992054701
22690,A,0,A-Group (Fast),93,139.0,4292.17993354797
21351,A,1,B-Group (Medium),93,69.8181818181818,2032.34002780914
21109,B,1,B-Group (Medium),93,18.1818181818181,1456.71999549866
20668,B,0,A-Group (Fast),93,506.3636363636363,649.119995340705
21055,B,1,B-Group (Medium),93,15.6363636363636,1679.97997188568
21123,B,0,A-Group (Fast),93,139.4545454545454,1919.71999716759
22336,B,0,A-Group (Fast),93,163.9090909090909,1145.67997694016
21638,B,1,B-Group (Medium),92,67.090909090909,1593.34993457794
85185B,B,1,B-Group (Medium),92,21.8181818181818,754.190006494522
84685,B,1,B-Group (Medium),92,34.0,1064.36999607086
22190,B,1,B-Group (Medium),92,48.9090909090909,1145.62998747826
85041,A,0,A-Group (Fast),92,231.625,2489.87005794048
22249,B,1,B-Group (Medium),92,63.0,608.240014910698
21478,B,1,B-Group (Medium),92,18.5454545454545,854.230001926422
21439,B,1,B-Group (Medium),92,65.5454545454545,930.349999666214
22689,A,1,B-Group (Medium),92,70.2,2573.15996074677
35962,B,1,B-Group (Medium),92,52.8181818181818,1351.7799577713
21644,B,1,B-Group (Medium),92,66.3636363636363,1015.2199985981
21076,B,0,A-Group (Fast),92,210.75,714.550005316734
21905,B,1,B-Group (Medium),92,74.5454545454545,1241.73998844624
21657,B,1,B-Group (Medium),92,19.5454545454545,1630.59996986389
22719,B,1,B-Group (Medium),92,89.1428571428571,802.379982233047
85129D,B,1,B-Group (Medium),91,48.9090909090909,776.959996461868
22409,B,0,A-Group (Fast),91,177.625,1929.36995649338
22730,B,0,A-Group (Fast),91,159.5,1244.93000125885
84872a,B,1,B-Group (Medium),91,15.090909090909,1848.79007530212
22757,B,0,A-Group (Fast),91,276.6666666666666,1004.97998476028
22743,B,0,A-Group (Fast),91,112.0,1068.16001081467
21162,B,1,B-Group (Medium),91,79.3636363636363,752.380014300346
22670,A,0,A-Group (Fast),91,579.6666666666666,2080.68996691704
20871,B,1,B-Group (Medium),91,84.5454545454545,1433.96998596191
21112,B,1,B-Group (Medium),91,54.0,1802.62001562119
22729,B,0,A-Group (Fast),91,161.5,1272.57999897003
85203,C,1,B-Group (Medium),91,50.1818181818181,246.839993029833
20615,C,1,B-Group (Medium),91,29.0,579.259993553162
22691,A,1,B-Group (Medium),91,74.2,2383.5999584198
21837,B,1,B-Group (Medium),91,40.6666666666666,1622.63996124268
22375,B,1,B-Group (Medium),91,19.6666666666666,1028.4599905014
21464,B,1,B-Group (Medium),90,21.1818181818181,989.25
21532,B,0,A-Group (Fast),90,126.090909090909,1419.7099776268
85031A,B,1,B-Group (Medium),90,41.4545454545454,872.789989471436
22906,B,0,A-Group (Fast),90,345.5,1162.31998991966
22744,B,0,A-Group (Fast),90,146.3333333333333,1295.13000917435
47504K,B,1,B-Group (Medium),90,55.3636363636363,981.730023145676
85014D,A,0,A-Group (Fast),90,479.5,6664.44993686676
22810,A,0,A-Group (Fast),90,374.0,2144.2800090313
22639,B,0,A-Group (Fast),90,166.0,1626.21996068954
22223,B,1,B-Group (Medium),90,24.9090909090909,1473.15997028351
22813,A,0,A-Group (Fast),90,549.5,2058.07002830505
21610,B,1,B-Group (Medium),90,47.3636363636363,1481.72000813484
82001S,A,0,A-Group (Fast),90,100.9090909090909,3926.37008714676
22604,B,0,A-Group (Fast),90,147.5,1464.13996648788
20686,B,1,B-Group (Medium),90,25.0,923.129999160767
22837,A,0,A-Group (Fast),90,573.0,2690.39002752304
47593B,C,1,B-Group (Medium),90,27.4545454545454,326.260003209114
84596K,C,1,B-Group (Medium),89,37.1818181818181,519.659990668297
21613,B,1,B-Group (Medium),89,31.7272727272727,1034.32001423836
22052,B,0,A-Group (Fast),89,218.1818181818181,1003.99996936321
21943,C,1,B-Group (Medium),89,41.1818181818181,375.280008673668
84031B,B,1,B-Group (Medium),89,40.2727272727272,1377.13002300262
21661,B,1,B-Group (Medium),89,20.1818181818181,1410.15995979309
22184,B,1,B-Group (Medium),89,22.9090909090909,1909.54999732971
21547,B,1,B-Group (Medium),89,56.0,1515.26000714302
82613C,C,1,B-Group (Medium),88,20.5454545454545,365.359998464584
22310,B,1,B-Group (Medium),88,82.0,1499.85001444817
21462,B,1,B-Group (Medium),88,18.090909090909,1378.18999481201
21692,B,1,B-Group (Medium),88,38.5454545454545,1604.68000602722
21927,B,1,B-Group (Medium),88,85.4285714285714,908.339992523193
84507B,B,0,A-Group (Fast),88,118.2727272727272,1622.35000729561
21284,B,1,B-Group (Medium),88,93.090909090909,1152.39001655579
21589,A,0,A-Group (Fast),88,159.8571428571428,2583.44991803169
82615,B,1,B-Group (Medium),88,44.1818181818181,1359.16999602318
22314,B,1,B-Group (Medium),88,27.9090909090909,1444.88995671272
22500,B,1,B-Group (Medium),88,30.4,1511.30994796753
21894,B,1,B-Group (Medium),88,58.5454545454545,812.679985523224
21785,B,0,A-Group (Fast),88,141.9090909090909,1217.0100055933
20866,C,1,B-Group (Medium),88,58.0,596.659999132156
22416,B,0,A-Group (Fast),88,116.4444444444444,1472.71003603935
84596G,C,1,B-Group (Medium),88,27.5454545454545,406.269998431206
84509G,B,1,B-Group (Medium),88,24.0,1016.21000051498
22818,B,0,A-Group (Fast),88,715.0,612.189984589815
37461,B,1,B-Group (Medium),87,65.2727272727272,748.640010595322
85060,B,0,A-Group (Fast),87,181.0,1745.61996793747
22674,B,0,A-Group (Fast),87,303.6666666666666,1109.82998895645
22452,B,1,B-Group (Medium),87,53.5,1249.72001099586
48195,B,1,B-Group (Medium),87,33.625,1627.98997783661
22230,B,1,B-Group (Medium),87,52.9090909090909,630.210004806519
21655,A,0,A-Group (Fast),87,170.0,2216.66006278992
20619,C,1,B-Group (Medium),87,26.8181818181818,526.449993371964
21676,C,1,B-Group (Medium),87,76.6363636363636,566.880009293556
21742,B,1,B-Group (Medium),87,18.5454545454545,1247.64996337891
21540,A,0,A-Group (Fast),87,132.3,2394.95000457764
72807A,B,1,B-Group (Medium),86,34.6363636363636,1679.86999702454
22204,B,1,B-Group (Medium),86,30.0,1267.25001335144
84247L,C,1,B-Group (Medium),86,86.2727272727272,410.949988007545
22253,B,0,A-Group (Fast),86,192.8,1158.27997684479
21682,B,1,B-Group (Medium),86,32.090909090909,1707.38994693756
22732,B,0,A-Group (Fast),86,818.0,1957.03997039795
22097,C,1,B-Group (Medium),86,37.9090909090909,485.609998703003
21898,B,1,B-Group (Medium),86,30.0,985.900014162064
20773,B,0,A-Group (Fast),86,297.3636363636363,851.78001332283
20652,B,0,A-Group (Fast),85,112.8181818181818,664.150005459785
21720,B,1,B-Group (Medium),85,75.8181818181818,724.430018544197
85008,B,1,B-Group (Medium),85,21.0,921.649971961975
20941,B,1,B-Group (Medium),85,75.4545454545454,667.379995584488
21802,C,0,A-Group (Fast),85,115.4545454545454,569.699989795685
22513,B,1,B-Group (Medium),85,51.0,1241.70000267029
22343,B,1,B-Group (Medium),85,107.6363636363636,1002.81002855301
22402,B,0,A-Group (Fast),84,199.25,1832.11995053291
35811A,B,1,B-Group (Medium),84,39.4545454545454,762.969995975494
20771,B,1,B-Group (Medium),84,38.5454545454545,746.749994039536
21291,B,0,A-Group (Fast),84,113.0,1062.99002730846
84569C,C,1,B-Group (Medium),84,34.5454545454545,539.919998884201
22442,A,1,B-Group (Medium),84,67.75,3301.41995429993
20768,B,1,B-Group (Medium),84,45.6363636363636,898.559989929199
22675,B,0,A-Group (Fast),84,289.6666666666666,1051.02998900414
22461,B,1,B-Group (Medium),84,18.875,1908.0899887085
