order_date,invoice_no,stock_code,category,quantity,price
01/14/2010,494389,84970S,Others,12,0.85
01/14/2010,494389,85123A,Others,6,2.95
01/14/2010,494389,20969,Others,4,3.75
01/14/2010,494389,20723,Others,10,0.85
01/14/2010,494389,20750,Others,2,7.95
01/14/2010,494389,84842,Others,4,3.75
01/14/2010,494389,84849B,Others,12,1.69
01/14/2010,494389,84032B,Others,6,2.95
01/14/2010,494389,84978,Others,12,1.25
01/14/2010,494389,84356,Others,2,6.95
01/14/2010,494389,22318,Others,6,2.95
01/14/2010,494389,21385,Others,24,0.85
01/14/2010,494389,85113,Others,6,2.1
01/14/2010,494389,20727,Others,10,1.65
01/14/2010,494389,21425,Others,6,2.95
01/14/2010,494389,85183B,Others,6,3.75
01/14/2010,494390,84997B,Others,4,3.75
01/14/2010,494390,84997D,Others,4,3.75
01/14/2010,494390,20975,Others,48,0.65
01/14/2010,494390,20974,Others,48,0.65
01/14/2010,494390,20677,Others,8,1.25
01/14/2010,494390,20675,Others,8,1.25
01/14/2010,494390,21561,Others,2,2.55
01/14/2010,494390,22352,Others,2,2.55
01/14/2010,494390,21559,Others,2,2.55
01/14/2010,494390,22097,Others,6,1.25
01/14/2010,494390,21746,Others,20,1.25
01/14/2010,494390,10002,Others,110,0.85
01/14/2010,494390,21679,Others,24,0.85
01/14/2010,494390,22139,Others,3,4.95
01/14/2010,494390,21086,Others,6,0.65
01/14/2010,494390,21080,Others,96,0.64
01/14/2010,494390,20992,Others,48,0.85
01/14/2010,494390,21238,Others,8,0.85
01/14/2010,494390,21239,Others,8,0.85
01/14/2010,494390,21224,Others,20,1.25
01/14/2010,494390,37348,Others,5,2.55
01/14/2010,494390,51014C,Others,12,0.85
01/14/2010,494390,22326,Others,2,2.95
01/14/2010,494390,22328,Others,2,2.95
01/14/2010,494390,22327,Others,4,2.95
01/14/2010,494390,84997C,Others,4,3.75
01/14/2010,494390,21747,Others,20,1.25
01/14/2010,494391,20846,Others,12,1.25
01/14/2010,494391,84789,Others,4,3.75
01/14/2010,494391,84970S,Others,12,0.85
01/14/2010,494391,21385,Others,12,0.85
01/14/2010,494391,21389,Others,12,0.85
01/14/2010,494391,84839,Others,4,6.75
01/14/2010,494391,16156N,Others,25,0.42
01/14/2010,494391,21500,Others,25,0.42
01/14/2010,494391,72484,Others,48,0.38
01/14/2010,494391,85123A,Others,6,2.95
01/14/2010,494391,21255,Others,6,1.65
01/14/2010,494391,21256,Others,6,1.65
01/14/2010,494392,20979,Others,16,1.25
01/14/2010,494392,21217,Others,3,9.95
01/14/2010,494392,22138,Others,3,4.95
01/14/2010,494392,85099B,Others,10,1.95
01/14/2010,494392,84879,Others,16,1.69
01/14/2010,494392,21755,Others,3,5.95
01/14/2010,494394,72741,Others,18,1.45
01/14/2010,494394,16156S,Others,25,0.42
01/14/2010,494394,22285,Others,12,1.65
01/14/2010,494394,21498,Others,25,0.42
01/14/2010,494394,22114,Others,4,3.95
01/14/2010,494394,37449,Others,2,9.95
01/14/2010,494394,22284,Others,12,1.65
01/14/2010,494394,37503,Others,2,10.75
01/14/2010,494394,22180,Others,2,9.95
01/14/2010,494394,21080,Others,12,0.85
01/14/2010,494394,20983,Others,12,0.85
01/14/2010,494394,21039,Others,6,2.55
01/14/2010,494394,21843,Others,2,10.95
01/14/2010,494394,21210,Others,12,1.45
01/14/2010,494394,85123A,Others,12,2.95
01/14/2010,494395,21836,Others,6,3.75
01/14/2010,494395,22131,Others,6,1.95
01/14/2010,494395,84880,Others,3,5.95
01/14/2010,494395,22073,Others,8,3.75
01/14/2010,494395,21154,Others,10,1.25
01/14/2010,494395,21218,Others,6,3.75
01/14/2010,494395,21216,Others,4,4.95
01/14/2010,494395,22301,Others,6,2.55
01/14/2010,494395,22300,Others,6,2.55
01/14/2010,494395,84988,Others,12,1.45
01/14/2010,494395,21124,Others,24,1.25
01/14/2010,494395,21122,Others,24,1.25
01/14/2010,494395,21121,Others,24,1.25
01/14/2010,494395,21559,Others,6,2.55
01/14/2010,494395,21843,Others,1,10.95
01/14/2010,494395,20914,Others,6,2.95
01/14/2010,494395,21539,Others,3,4.95
01/14/2010,494395,21535,Others,6,2.55
01/14/2010,494395,21537,Others,4,4.25
01/14/2010,494395,21533,Others,3,4.95
01/14/2010,494395,21844,Others,6,2.95
01/14/2010,494395,21531,Others,6,2.55
01/14/2010,494395,21529,Others,6,3.45
01/14/2010,494395,21527,Others,2,7.95
01/14/2010,494395,21035,Others,6,2.95
01/14/2010,494395,22279,Others,6,2.1
01/14/2010,494395,22280,Others,6,2.1
01/14/2010,494395,22357,Others,4,4.25
01/14/2010,494395,21041,Others,6,2.95
01/14/2010,494395,21664,Others,4,3.75
01/14/2010,494395,21663,Others,3,5.95
01/14/2010,494395,21662,Others,3,5.95
01/14/2010,494395,21661,Others,3,5.95
01/14/2010,494395,21657,Others,3,6.95
01/14/2010,494395,22315,Others,12,1.25
01/14/2010,494395,22328,Others,6,2.95
01/14/2010,494395,84991,Others,24,0.55
01/14/2010,494395,84992,Others,24,0.55
01/14/2010,494395,20752,Others,6,2.1
01/14/2010,494395,85065,Others,2,12.75
01/14/2010,494395,21777,Others,2,7.95
01/14/2010,494395,21781,Others,2,14.95
01/14/2010,494395,21277,Others,1,21.95
01/14/2010,494395,22218,Others,3,4.25
01/14/2010,494395,84279P,Others,3,3.75
01/14/2010,494395,84279B,Others,3,3.75
01/14/2010,494395,21977,Others,24,0.55
01/14/2010,494395,21976,Others,24,0.55
01/14/2010,494395,21975,Others,24,0.55
01/14/2010,494395,21212,Others,24,0.55
01/14/2010,494395,20754,Others,6,2.1
01/14/2010,494395,22329,Others,12,1.65
01/14/2010,494395,22326,Others,6,2.95
01/14/2010,494395,22195,Others,12,1.65
01/14/2010,494416,22193,Others,2,8.5
01/14/2010,494416,21985,Others,48,0.29
01/14/2010,494416,21199,Others,12,1.65
01/14/2010,494416,21556,Others,6,2.55
01/14/2010,494416,21257,Others,2,7.95
01/14/2010,494416,21259,Others,2,5.95
01/14/2010,494416,84880,Others,3,5.95
01/14/2010,494416,21041,Others,6,2.95
01/14/2010,494416,21035,Others,6,2.95
01/14/2010,494416,21080,Others,12,0.85
01/14/2010,494416,21232,Others,12,1.25
01/14/2010,494416,21555,Others,6,2.55
01/14/2010,494416,21185,Others,3,6.35
01/14/2010,494416,22329,Others,12,1.65
01/14/2010,494416,46775D,Others,1,16.95
01/14/2010,494416,16161P,Others,25,0.42
01/14/2010,494416,20764,Others,4,3.75
01/14/2010,494416,20765,Others,4,3.75
01/14/2010,494416,84559A,Others,12,0.85
01/14/2010,494416,84559B,Others,12,0.85
01/14/2010,494416,84934,Others,40,0.85
01/14/2010,494416,84678,Others,6,2.55
01/14/2010,494416,84706A,Others,2,8.95
01/14/2010,494419,47502,Others,4,9.95
01/14/2010,494429,21485,Others,8,4.95
01/14/2010,494429,21485,Others,24,4.25
01/14/2010,494432,21929,Others,100,1.65
01/14/2010,494432,21928,Others,100,1.65
01/14/2010,494432,21931,Others,100,1.65
01/14/2010,494432,20713,Others,100,1.65
01/14/2010,494432,21935,Others,100,1.45
01/14/2010,494432,21934,Others,100,1.45
01/14/2010,494432,20725,Others,100,1.45
01/14/2010,494432,20727,Others,100,1.45
01/14/2010,494433,85123A,Others,96,2.55
01/14/2010,494434,84599,Others,4,7.95
01/14/2010,494434,21523,Others,2,6.75
01/14/2010,494434,84279B,Others,4,3.75
01/14/2010,494434,72799A,Others,6,2.95
01/14/2010,494434,84678,Others,6,2.55
01/14/2010,494434,21198,Others,12,1.65
01/14/2010,494434,84682,Others,6,2.95
01/14/2010,494434,84029E,Others,4,3.75
01/14/2010,494434,21108,Others,9,2.55
01/14/2010,494434,72799F,Others,6,2.95
01/14/2010,494434,37503,Others,2,10.75
01/14/2010,494434,21752,Others,1,14.95
01/14/2010,494434,22184,Others,2,8.5
01/14/2010,494434,85114B,Others,6,1.65
01/14/2010,494434,85038,Others,6,2.1
01/14/2010,494434,21109,Others,2,6.75
01/14/2010,494434,21110,Others,2,6.75
01/14/2010,494434,21407,Others,3,4.25
01/14/2010,494435,21536,Others,2,2.1
01/14/2010,494435,21080,Others,4,0.85
01/14/2010,494435,21216,Others,7,4.95
01/14/2010,494435,21865,Others,4,2.1
01/14/2010,494435,21539,Others,18,4.25
01/14/2010,494435,22358,Others,2,2.95
01/14/2010,494435,22357,Others,2,4.25
01/14/2010,494435,84510F,Others,2,1.25
01/14/2010,494435,21875,Others,6,1.25
01/14/2010,494435,21396,Others,12,1.25
01/14/2010,494435,21126,Others,3,1.25
01/14/2010,494435,84509F,Others,2,3.75
01/14/2010,494435,22207,Others,2,4.25
01/14/2010,494435,20754,Others,4,2.1
01/14/2010,494435,21532,Others,1,2.1
01/14/2010,494435,21540,Others,1,4.25
01/14/2010,494436,21155,Others,6,2.1
01/14/2010,494436,22138,Others,3,4.95
01/14/2010,494436,85176,Others,12,0.85
01/14/2010,494436,22077,Others,12,1.65
01/14/2010,494436,22270,Others,12,3.75
01/14/2010,494436,22291,Others,24,1.45
01/14/2010,494436,22293,Others,24,1.45
01/14/2010,494436,22281,Others,10,5.95
01/14/2010,494436,22262,Others,12,0.85
01/14/2010,494436,22260,Others,12,0.85
01/14/2010,494436,22218,Others,3,4.25
01/14/2010,494436,21836,Others,4,3.75
01/14/2010,494436,21876,Others,12,1.25
01/14/2010,494436,85060,Others,24,1.25
01/14/2010,494436,20828,Others,18,2.55
01/14/2010,494436,47590A,Others,9,5.45
01/14/2010,494437,21977,Others,24,0.55
01/14/2010,494437,22367,Others,5,1.95
01/14/2010,494437,47559B,Others,4,1.25
01/14/2010,494437,21210,Others,4,1.45
01/14/2010,494437,84987,Others,4,1.45
01/14/2010,494437,22097,Others,1,1.25
01/14/2010,494437,47567B,Others,6,5.95
01/14/2010,494437,21043,Others,3,5.95
01/14/2010,494437,21042,Others,3,5.95
01/14/2010,494437,22357,Others,2,4.25
01/14/2010,494437,21156,Others,10,1.95
01/14/2010,494437,85090,Others,1,4.65
01/14/2010,494437,21004,Others,3,4.25
01/14/2010,494437,47591D,Others,10,1.95
01/14/2010,494437,47591C,Others,6,1.95
01/14/2010,494437,21843,Others,1,10.95
01/14/2010,494437,47591B,Others,3,1.65
01/14/2010,494437,47591A,Others,3,1.65
01/14/2010,494437,84989A,Others,8,0.55
01/14/2010,494437,21215,Others,6,0.55
01/14/2010,494437,21213,Others,4,0.55
01/14/2010,494437,84989B,Others,6,0.55
01/14/2010,494439,21481,Others,30,2.95
01/14/2010,494439,10002,Others,30,0.85
01/14/2010,494439,20783,Others,30,4.65
01/14/2010,494439,21428,Others,20,3.75
01/14/2010,494440,22173,Others,8,2.55
01/14/2010,494440,22189,Others,8,3.39
01/14/2010,494440,22291,Others,24,1.25
01/14/2010,494440,22352,Others,6,2.1
01/14/2010,494440,22087,Others,6,2.55
01/14/2010,494440,21935,Others,10,1.45
01/14/2010,494440,21934,Others,10,1.45
01/14/2010,494440,85099C,Others,10,1.65
01/14/2010,494440,21733,Others,6,2.55
01/14/2010,494440,85123A,Others,6,2.55
01/14/2010,494440,82483,Others,4,4.95
01/14/2010,494440,82486,Others,2,6.95
01/14/2010,494440,82482,Others,6,2.1
01/14/2010,494440,82494L,Others,6,2.55
01/14/2010,494440,21523,Others,4,5.95
01/14/2010,494440,21955,Others,4,5.95
01/14/2010,494441,22059,Others,12,1.49
01/14/2010,494441,21232,Others,12,1.25
01/14/2010,494441,37494A,Others,6,2.95
01/14/2010,494441,84050,Others,6,1.65
01/14/2010,494441,20672,Others,8,1.25
01/14/2010,494441,21116,Others,3,4.95
01/14/2010,494441,22190,Others,6,2.1
01/14/2010,494441,22207,Others,4,4.25
01/14/2010,494441,22064,Others,12,1.65
01/14/2010,494441,22347,Others,12,1.25
01/14/2010,494441,22139,Others,3,4.95
01/14/2010,494441,37448,Others,12,1.49
01/14/2010,494442,21035,Others,24,2.95
01/14/2010,494442,21077,Others,12,0.85
01/14/2010,494442,21752,Others,1,14.95
01/14/2010,494442,21667,Others,1,16.95
01/14/2010,494442,85093,Others,12,1.25
01/14/2010,494442,84531B,Others,6,1.95
01/14/2010,494442,21527,Others,2,7.95
01/14/2010,494442,21539,Others,3,4.95
01/14/2010,494442,84997B,Others,6,3.75
01/14/2010,494442,84997C,Others,6,3.75
01/14/2010,494442,84691,Others,12,0.85
01/14/2010,494442,21155,Others,6,2.1
01/14/2010,494442,22199,Others,4,4.25
01/14/2010,494442,22218,Others,3,4.25
01/14/2010,494442,22215,Others,2,8.5
01/14/2010,494442,22243,Others,12,1.65
01/14/2010,494442,22203,Others,4,3.75
01/14/2010,494442,22202,Others,4,3.75
01/14/2010,494442,21672,Others,12,1.25
01/14/2010,494442,21668,Others,12,1.25
01/14/2010,494442,21670,Others,12,1.25
01/14/2010,494442,21157,Others,6,2.1
01/14/2010,494442,20652,Others,12,1.25
01/14/2010,494442,20658,Others,12,1.25
01/14/2010,494442,20653,Others,12,1.25
01/14/2010,494442,20682,Others,6,3.25
01/14/2010,494442,21706,Others,4,4.95
01/14/2010,494442,21482,Others,6,2.95
01/14/2010,494442,47367B,Others,4,3.75
01/14/2010,494442,85232B,Others,3,4.95
01/14/2010,494442,21918,Others,24,0.42
01/14/2010,494442,21717,Others,8,2.55
01/14/2010,494442,21652,Others,12,1.95
01/14/2010,494442,22083,Others,6,2.95
01/14/2010,494442,22230,Others,12,0.85
01/14/2010,494442,22232,Others,8,1.65
01/14/2010,494442,22251,Others,12,1.25
01/14/2010,494442,22321,Others,12,0.85
01/14/2010,494442,22073,Others,4,3.75
01/14/2010,494442,20754,Others,6,2.1
01/14/2010,494443,37464,Others,1,1.25
01/14/2010,494443,48116,Others,2,6.75
01/14/2010,494443,48188,Others,1,6.75
01/14/2010,494443,48197,Others,1,6.75
01/14/2010,494443,22414,Others,2,6.75
01/14/2010,494443,22365,Others,2,6.75
01/14/2010,494443,22366,Others,2,6.75
01/14/2010,494443,48111,Others,1,6.75
01/14/2010,494443,48184,Others,1,6.75
01/14/2010,494443,20685,Others,1,6.75
01/14/2010,494443,48194,Others,1,6.75
01/14/2010,494443,48173C,Others,2,6.75
01/14/2010,494443,48138,Others,1,6.75
01/14/2010,494443,48185,Others,1,6.75
01/14/2010,494443,21955,Others,1,6.75
01/14/2010,494443,20711,Others,3,1.95
01/14/2010,494443,21928,Others,3,1.95
01/14/2010,494443,20712,Others,3,1.95
01/14/2010,494443,85099F,Others,3,1.95
01/14/2010,494443,21929,Others,3,1.95
01/14/2010,494443,85099C,Others,3,1.95
01/14/2010,494443,21931,Others,6,1.95
01/14/2010,494443,20960,Others,7,1.25
01/14/2010,494443,82483,Others,1,5.95
01/14/2010,494443,82486,Others,1,7.95
01/14/2010,494443,84837,Others,1,12.75
01/14/2010,494443,37489A,Others,1,1.95
01/14/2010,494443,37489D,Others,1,1.95
01/14/2010,494443,37448,Others,1,1.49
01/14/2010,494443,21875,Others,1,1.25
01/14/2010,494443,22058,Others,1,1.49
01/14/2010,494443,37409,Others,1,0.85
01/14/2010,494443,37370,Others,1,1.25
01/14/2010,494443,37461,Others,1,1.25
01/14/2010,494443,37410,Others,1,1.25
01/14/2010,494443,21869,Others,1,1.25
01/14/2010,494443,85099B,Others,3,1.95
01/14/2010,494443,21033,Others,3,2.95
01/14/2010,494443,22358,Others,1,2.95
01/14/2010,494443,85232B,Others,1,4.95
01/14/2010,494443,20966,Others,8,1.25
01/14/2010,494443,20961,Others,5,1.25
01/14/2010,494443,20963,Others,4,1.25
01/14/2010,494445,22173,Others,8,2.55
01/14/2010,494445,22189,Others,8,3.39
01/14/2010,494445,22291,Others,24,1.25
01/14/2010,494445,22352,Others,6,2.1
01/14/2010,494445,22087,Others,6,2.55
01/14/2010,494445,21935,Others,10,1.45
01/14/2010,494445,21934,Others,10,1.45
01/14/2010,494445,85099C,Others,10,1.65
01/14/2010,494445,21733,Others,6,2.55
01/14/2010,494445,85123A,Others,6,2.55
01/14/2010,494445,82483,Others,4,4.95
01/14/2010,494445,82486,Others,4,6.95
01/14/2010,494445,82482,Others,6,2.1
01/14/2010,494445,82494L,Others,6,2.55
01/14/2010,494445,21523,Others,2,5.95
01/14/2010,494445,21955,Others,2,5.95
01/14/2010,494447,21870,Others,12,1.25
01/14/2010,494447,20771,Others,6,2.55
01/14/2010,494447,40016,Others,24,0.42
01/14/2010,494447,21769,Others,1,79.95
01/14/2010,494447,21276,Others,4,6.95
01/14/2010,494447,84836,Others,12,1.25
01/14/2010,494447,85123A,Others,6,2.95
01/14/2010,494447,21181,Others,6,2.1
01/14/2010,494447,20767,Others,6,2.55
01/14/2010,494447,37503,Others,2,10.75
01/14/2010,494447,22114,Others,4,3.95
01/14/2010,494447,15036,Others,12,0.65
01/14/2010,494447,20770,Others,6,2.55
01/14/2010,494447,21786,Others,24,0.42
01/14/2010,494447,20829,Others,16,2.1
01/14/2010,494447,22112,Others,3,4.95
01/14/2010,494447,79323LP,Others,4,6.75
01/14/2010,494451,84991,Others,1,0.55
01/14/2010,494451,84993B,Others,1,0.42
01/14/2010,494451,22358,Others,1,2.95
01/14/2010,494451,21757,Others,2,4.95
01/14/2010,494451,85123A,Others,1,2.95
01/14/2010,494451,35004G,Others,2,6.35
01/14/2010,494451,47566B,Others,1,4.65
01/14/2010,494451,22354,Others,4,3.75
01/14/2010,494451,84621,Others,1,7.95
01/14/2010,494451,21932,Others,2,2.95
01/14/2010,494451,84031B,Others,2,4.65
01/14/2010,494451,20750,Others,1,7.95
01/14/2010,494451,79320,Others,1,4.95
01/14/2010,494451,79321,Others,2,4.95
01/14/2010,494450,TEST001,Others,5,4.5
01/14/2010,494451,21536,Others,2,2.1
01/14/2010,494451,21217,Others,2,9.95
01/14/2010,494451,22072,Others,2,3.75
01/14/2010,494451,21843,Others,1,10.95
01/14/2010,494451,21624,Others,1,5.95
01/14/2010,494451,21212,Others,1,0.55
01/14/2010,494451,21690,Others,1,3.75
01/14/2010,494451,79341,Others,1,6.75
01/14/2010,494451,22111,Others,2,4.95
01/14/2010,494451,47562,Others,5,3.75
01/14/2010,494451,20676,Others,8,1.25
01/14/2010,494451,84968E,Others,1,12.75
01/14/2010,494451,84997B,Others,2,3.75
01/14/2010,494451,84997D,Others,2,3.75
01/14/2010,494451,84691,Others,4,0.85
01/14/2010,494451,21238,Others,8,0.85
01/14/2010,494451,21246,Others,2,4.95
01/14/2010,494451,21247,Others,2,1.49
01/14/2010,494451,21242,Others,8,1.69
01/14/2010,494451,21534,Others,1,4.95
01/14/2010,494451,21540,Others,2,4.25
01/14/2010,494451,21530,Others,2,2.95
01/14/2010,494451,21532,Others,2,2.1
01/14/2010,494451,21533,Others,2,4.95
01/14/2010,494451,21531,Others,2,2.55
01/14/2010,494451,21535,Others,2,2.55
01/14/2010,494451,21539,Others,2,4.95
01/14/2010,494451,79072,Others,2,9.95
01/14/2010,494451,21488,Others,3,3.95
01/14/2010,494451,21035,Others,1,2.95
01/14/2010,494451,21929,Others,1,1.95
01/14/2010,494451,21928,Others,1,1.95
01/14/2010,494451,84989B,Others,1,0.55
01/14/2010,494451,84990,Others,1,0.55
01/14/2010,494451,21977,Others,1,0.55
01/14/2010,494454,21754,Others,3,5.95
01/14/2010,494454,22114,Others,4,3.95
01/14/2010,494454,22112,Others,3,4.95
01/14/2010,494454,22366,Others,2,6.75
01/14/2010,494454,21523,Others,2,6.75
01/14/2010,494454,20685,Others,4,6.75
01/14/2010,494454,22219,Others,12,0.85
01/14/2010,494454,21179,Others,12,1.25
01/14/2010,494455,82494L,Others,12,2.55
01/14/2010,494455,21523,Others,4,5.95
01/14/2010,494455,82482,Others,12,2.1
01/14/2010,494455,21955,Others,6,5.95
01/14/2010,494455,15056BL,Others,6,4.95
01/14/2010,494455,20679,Others,6,4.95
01/14/2010,494455,22087,Others,6,2.55
01/14/2010,494455,22173,Others,8,2.55
01/14/2010,494455,22189,Others,10,3.39
01/14/2010,494455,22291,Others,24,1.25
01/14/2010,494455,22352,Others,6,2.1
01/14/2010,494455,21935,Others,10,1.45
01/14/2010,494455,21934,Others,10,1.45
01/14/2010,494455,85099C,Others,10,1.65
01/14/2010,494455,22275,Others,8,7.65
01/14/2010,494455,21733,Others,12,2.55
01/14/2010,494455,85123A,Others,12,2.55
01/14/2010,494455,15056N,Others,6,4.95
01/14/2010,494455,82483,Others,4,4.95
01/14/2010,494455,82486,Others,4,6.95
01/14/2010,494456,85118,Others,48,0.38
01/14/2010,494456,85180A,Others,3,4.65
01/14/2010,494456,22060,Others,2,9.95
01/14/2010,494456,21438,Others,4,3.75
01/14/2010,494456,20888,Others,24,1.25
01/14/2010,494456,72484,Others,48,0.38
01/14/2010,494456,72750A,Others,8,1.95
01/14/2010,494456,72750D,Others,8,1.95
01/14/2010,494456,72755C,Others,16,1.25
01/14/2010,494456,82081,Others,12,1.95
01/14/2010,494456,85231E,Others,12,0.85
01/14/2010,494456,72789,Others,6,3.75
01/14/2010,494456,85231L,Others,12,0.85
01/14/2010,494456,21947,Others,12,1.25
01/14/2010,494456,85184C,Others,6,2.95
01/14/2010,494456,22054,Others,8,1.65
01/14/2010,494456,84766,Others,2,5.95
01/14/2010,494458,75049L,Others,12,1.25
01/14/2010,494459,21695,Others,6,2.95
01/14/2010,494459,21326,Others,24,0.65
01/14/2010,494459,20689,Others,1,5.95
01/14/2010,494459,22293,Others,24,1.45
01/14/2010,494459,85144,Others,2,7.25
01/14/2010,494459,21537,Others,2,4.25
01/14/2010,494459,84836,Others,12,1.25
01/14/2010,494459,21500,Others,25,0.42
01/14/2010,494459,21499,Others,25,0.42
01/14/2010,494459,48138,Others,2,6.75
01/14/2010,494459,21871,Others,6,1.25
01/14/2010,494459,71143,Others,10,0.85
01/14/2010,494459,21067,Others,6,1.25
01/14/2010,494459,21755,Others,3,5.95
01/14/2010,494459,21390,Others,24,1.25
01/14/2010,494459,85117,Others,4,1.65
01/14/2010,494459,84997D,Others,2,3.75
01/14/2010,494459,82545A,Others,3,1.25
01/14/2010,494459,85123A,Others,6,2.95
01/14/2010,494459,21612,Others,6,2.95
01/14/2010,494459,21671,Others,4,1.25
01/14/2010,494459,21535,Others,2,2.55
01/14/2010,494459,22297,Others,24,1.25
01/14/2010,494459,22294,Others,24,1.25
01/14/2010,494459,22111,Others,3,4.95
01/14/2010,494459,21839,Others,2,5.45
01/14/2010,494459,21841,Others,3,4.25
01/14/2010,494459,22173,Others,3,2.95
01/14/2010,494459,79323GR,Others,6,6.75
01/14/2010,494459,79323LP,Others,6,6.75
01/14/2010,494459,90036C,Others,6,7.95
01/14/2010,494459,90036D,Others,6,7.95
01/14/2010,494459,90200A,Others,12,4.25
01/14/2010,494459,90200D,Others,12,4.25
01/14/2010,494459,90200E,Others,12,4.25
01/14/2010,494459,90200C,Others,12,4.25
01/14/2010,494459,90200B,Others,12,4.25
01/14/2010,494459,22079,Others,5,1.65
01/14/2010,494459,84578,Others,2,3.75
01/14/2010,494459,85185B,Others,1,2.95
01/14/2010,494459,21713,Others,4,2.1
01/14/2010,494459,22283,Others,2,7.95
01/14/2010,494459,21714,Others,6,1.25
01/14/2010,494459,20750,Others,1,7.95
01/14/2010,494459,85164B,Others,1,12.75
01/14/2010,494459,85099B,Others,1,1.95
01/14/2010,494459,21694,Others,6,2.95
01/14/2010,494467,22177,Others,2,9.95
01/14/2010,494467,21899,Others,5,0.65
01/14/2010,494467,21900,Others,4,0.65
01/14/2010,494467,84879,Others,16,1.69
01/14/2010,494467,22285,Others,12,1.65
01/14/2010,494467,84815,Others,1,4.25
01/14/2010,494467,22282,Others,2,12.75
01/14/2010,494467,22283,Others,2,7.95
01/14/2010,494467,22173,Others,8,2.95
01/14/2010,494467,22294,Others,48,1.25
01/14/2010,494467,21390,Others,24,1.25
01/14/2010,494467,35924,Others,1,2.1
01/14/2010,494467,21447,Others,4,1.25
01/14/2010,494467,21445,Others,4,1.25
01/14/2010,494467,21440,Others,4,1.25
01/14/2010,494467,21446,Others,4,1.25
01/14/2010,494467,22242,Others,2,1.65
01/14/2010,494467,82597,Others,1,2.1
01/14/2010,494467,82600,Others,1,2.1
01/14/2010,494467,85152,Others,1,2.1
01/14/2010,494467,82583,Others,1,2.1
01/14/2010,494467,82582,Others,1,2.1
01/14/2010,494467,82552,Others,1,1.25
01/14/2010,494467,21181,Others,3,2.1
01/14/2010,494467,21172,Others,2,1.45
01/14/2010,494467,22115,Others,1,2.95
01/14/2010,494467,21165,Others,1,1.69
01/14/2010,494467,21905,Others,1,2.1
01/14/2010,494467,21904,Others,1,2.1
01/14/2010,494467,21900,Others,1,0.65
01/14/2010,494467,22189,Others,3,3.95
01/14/2010,494467,85065,Others,1,12.75
01/14/2010,494467,82494L,Others,2,2.95
01/14/2010,494467,22172,Others,2,8.5
01/14/2010,494467,84880,Others,1,5.95
01/14/2010,494467,22284,Others,24,1.65
01/14/2010,494467,84839,Others,2,6.75
01/14/2010,494467,22281,Others,2,5.95
01/14/2010,494467,85067,Others,1,18.95
01/14/2010,494467,21755,Others,3,5.95
01/14/2010,494468,79323W,Others,8,6.75
01/14/2010,494468,79323LP,Others,4,6.75
01/14/2010,494468,37449,Others,2,9.95
01/14/2010,494468,21232,Others,12,1.25
01/14/2010,494468,22328,Others,6,2.95
01/14/2010,494468,22366,Others,2,6.75
01/14/2010,494468,22149,Others,6,2.1
01/14/2010,494468,21868,Others,12,1.25
01/14/2010,494468,21871,Others,12,1.25
01/14/2010,494468,21397,Others,12,1.25
01/14/2010,494468,82486,Others,2,7.95
01/14/2010,494468,22156,Others,12,0.85
01/14/2010,494468,72484,Others,12,1.25
01/14/2010,494468,85038,Others,6,2.1
01/14/2010,494468,85123A,Others,6,2.95
01/14/2010,494468,72741,Others,18,1.45
01/14/2010,494468,47559B,Others,10,1.25
01/14/2010,494468,21877,Others,12,1.25
01/14/2010,494468,84839,Others,2,6.75
01/14/2010,494470,79323W,Others,24,5.45
01/14/2010,494469,84455,Others,12,0.85
01/14/2010,494469,22270,Others,4,3.75
01/14/2010,494469,22241,Others,12,1.25
01/14/2010,494469,20804,Others,8,1.65
01/14/2010,494469,22365,Others,2,6.75
01/14/2010,494469,22358,Others,6,2.95
01/14/2010,494469,22357,Others,4,4.25
01/14/2010,494469,48138,Others,20,5.95
01/14/2010,494469,71459,Others,192,0.72
01/14/2010,494469,84029E,Others,24,2.95
01/14/2010,494471,84510B,Others,4,1.25
01/14/2010,494471,47559B,Others,50,1.06
01/14/2010,494471,47580,Others,1,2.55
01/14/2010,494471,21038,Others,1,2.95
01/14/2010,494471,21043,Others,1,5.95
01/14/2010,494471,21239,Others,4,0.85
01/14/2010,494471,21243,Others,2,1.69
01/14/2010,494471,21242,Others,2,1.69
01/14/2010,494471,21244,Others,1,1.69
01/14/2010,494471,82582,Others,2,2.1
01/14/2010,494471,82600,Others,4,2.1
01/14/2010,494471,21174,Others,4,1.95
01/14/2010,494471,21165,Others,4,1.69
01/14/2010,494471,21908,Others,2,2.1
01/14/2010,494471,21173,Others,3,1.65
01/14/2010,494471,82483,Others,2,5.95
01/14/2010,494471,85152,Others,12,2.1
01/14/2010,494471,21181,Others,12,2.1
01/14/2010,494471,85150,Others,12,2.55
01/14/2010,494471,21733,Others,5,2.95
01/14/2010,494471,21691,Others,2,3.75
01/14/2010,494471,84406B,Others,2,3.25
01/14/2010,494471,22173,Others,1,2.95
01/14/2010,494471,85014B,Others,1,5.95
01/14/2010,494471,15056BL,Others,1,5.95
01/14/2010,494471,85014D,Others,1,5.95
01/14/2010,494471,85123A,Others,32,2.55
01/14/2010,494471,22112,Others,24,4.25
01/14/2010,494471,22114,Others,24,3.45
01/14/2010,494471,84029E,Others,24,2.95
01/14/2010,494471,47591D,Others,50,1.65
