SKU,Predicted_Demand,Velocity_Rank
85136C,79.11,1188.0
21288,78.77,1189.0
22605,78.64,1190.0
85184C,78.56,1191.0
21883,78.52,1192.0
22474,78.46000000000001,1193.0
84750A,78.13,1194.0
21207,78.04,1195.0
21361,78.02,1196.0
22358,77.92999999999999,1197.0
90214F,77.85,1198.0
90013B,77.54,1199.0
22785,77.48,1200.0
90214B,76.89,1201.0
84625A,76.88,1202.0
22081,76.69,1203.0
22520,76.68,1204.0
22044,76.6,1205.0
22026,76.43,1206.0
20761,75.99,1207.0
90214I,75.93,1208.0
20984,75.89,1209.0
22276,75.89,1210.0
21894,75.8,1211.0
21745,75.7,1212.0
22546,75.48,1213.0
22710,75.41,1214.0
84789,74.72,1215.0
21470,74.68,1216.0
84596G,74.37,1217.0
21324,74.29,1218.0
21245,74.24,1219.0
37500,74.15,1220.0
21625,74.09,1221.0
82616B,74.07,1222.0
20716,73.92,1223.0
21651,73.85000000000001,1224.0
C2,73.79,1225.0
22482,72.99,1226.0
22200,72.62,1227.0
21741,72.29,1228.0
62096A,72.25,1229.0
22453,72.19,1230.0
21111,72.1,1231.0
21614,72.01,1232.0
21865,71.96,1233.0
21955,71.88,1234.0
84086C,71.83,1235.0
85040B,71.75,1236.0
37343,71.60000000000001,1237.0
22350,71.45,1238.0
84990,71.36,1239.0
22132,70.98,1240.0
22175,70.68,1241.0
15039,70.46,1242.0
22304,70.41,1243.0
22434,70.39,1244.0
17012A,70.27,1245.0
84499,70.15,1246.0
22523,70.05,1247.0
21715,69.97,1248.0
84913A,69.97,1249.0
21716,69.96,1250.0
21016,69.95,1251.0
20755,69.88,1252.0
22678,69.82,1253.0
20762,69.75,1254.0
22673,69.74,1255.0
21692,69.58,1256.0
21190,69.53999999999999,1257.0
79066K,69.47,1258.0
21719,69.45,1259.0
22400,69.27,1260.0
72130,69.22,1261.0
22025,69.18,1262.0
22458,69.14,1263.0
71038,69.13,1264.0
21627,69.02,1265.0
72815,68.89,1266.0
21706,68.86,1267.0
22068,68.73,1268.0
35967,68.67,1269.0
22278,68.66,1270.0
37501,68.53,1271.0
90214P,68.53,1272.0
22192,68.51,1273.0
21676,68.29,1274.0
85067,68.09,1275.0
35969,68.05,1276.0
46000S,67.98,1277.0
21422,67.92999999999999,1278.0
22477,67.84,1279.0
20772,67.8,1280.0
35971,67.69,1281.0
22168,67.6,1282.0
21171,67.44,1283.0
21110,67.4,1284.0
21472,67.27000000000001,1285.0
21125,67.26,1286.0
17164B,67.18,1287.0
21817,67.17,1288.0
85135C,67.11,1289.0
84581,66.89,1290.0
84969,66.87,1291.0
20866,66.84,1292.0
20777,66.68,1293.0
21738,66.5,1294.0
22443,66.28,1295.0
22543,66.16,1296.0
22318,65.81,1297.0
22515,65.79,1298.0
21656,65.49,1299.0
22821,65.46,1300.0
21062,65.31,1301.0
22425,65.28,1302.0
75013B,65.18,1303.0
20765,65.17,1304.0
85071A,65.16,1305.0
22660,65.12,1306.0
22071,65.03999999999999,1307.0
21613,64.99,1308.0
22769,64.6,1309.0
22277,64.55,1310.0
84912B,64.37,1311.0
84509A,64.3,1312.0
62018,64.28,1313.0
21211,64.15,1314.0
22518,64.11,1315.0
20758,64.02,1316.0
85183B,63.88,1317.0
20998,63.769999999999996,1318.0
17165D,63.55,1319.0
21126,63.53,1320.0
21408,63.51,1321.0
22436,63.48,1322.0
37464,63.23,1323.0
21058,63.08,1324.0
22047,63.08,1325.0
85124C,62.769999999999996,1326.0
22332,62.71,1327.0
21412,62.57,1328.0
22023,62.53,1329.0
22431,62.410000000000004,1330.0
72803A,62.34,1331.0
35001W,62.29,1332.0
85169B,62.260000000000005,1333.0
22613,62.24,1334.0
22070,62.21,1335.0
21617,62.129999999999995,1336.0
22830,62.09,1337.0
22176,61.87,1338.0
85129D,61.86,1339.0
85136A,61.36,1340.0
20734,61.33,1341.0
17084R,61.3,1342.0
22365,61.25,1343.0
22163,61.21,1344.0
85230G,61.21,1345.0
22203,61.099999999999994,1346.0
21534,61.06,1347.0
21220,60.93,1348.0
21447,60.93,1349.0
22091,60.83,1350.0
20764,60.69,1351.0
21202,60.68,1352.0
35653,60.42,1353.0
20950,60.34,1354.0
90214K,60.31,1355.0
22679,60.29,1356.0
21167,60.22,1357.0
22788,60.14,1358.0
22089,60.12,1359.0
22607,59.91,1360.0
90115,59.75,1361.0
22283,59.71,1362.0
20893,59.7,1363.0
90200A,59.67,1364.0
21018,59.66,1365.0
21360,59.589999999999996,1366.0
20768,59.449999999999996,1367.0
22331,59.41,1368.0
22099,59.18,1369.0
84952C,59.03,1370.0
47570B,58.98,1371.0
17021,58.76,1372.0
21221,58.620000000000005,1373.0
22405,58.47,1374.0
85035C,58.44,1375.0
85049H,58.34,1376.0
72128,58.190000000000005,1377.0
22357,58.129999999999995,1378.0
90019A,58.11000000000001,1379.0
20894,57.96,1380.0
16258A,57.86,1381.0
20617,57.78,1382.0
21948,57.76,1383.0
21251,57.7,1384.0
21557,57.68,1385.0
21109,57.36,1386.0
22133,57.22,1387.0
22522,56.98,1388.0
85167B,56.97,1389.0
90200D,56.86,1390.0
21696,56.79,1391.0
35833P,56.79,1392.0
21060,56.769999999999996,1393.0
90200C,56.76,1394.0
22682,56.75,1395.0
84569A,56.75,1396.0
84279P,56.69,1397.0
21629,56.629999999999995,1398.0
21945,56.5,1399.0
22473,56.44,1400.0
85055,56.42,1401.0
84913B,56.33,1402.0
85116,56.33,1403.0
21637,56.260000000000005,1404.0
21294,56.22,1405.0
21944,56.17,1406.0
21051,56.16,1407.0
20702,56.14,1408.0
85032A,55.97,1409.0
21195,55.89,1410.0
21896,55.79,1411.0
84912A,55.77,1412.0
21064,55.76,1413.0
22643,55.74,1414.0
21358,55.71,1415.0
21039,55.7,1416.0
17129F,55.33,1417.0
21397,55.29,1418.0
85034B,55.27,1419.0
84051,55.04,1420.0
22076,55.010000000000005,1421.0
37495,54.91,1422.0
85230F,54.85,1423.0
21145,54.769999999999996,1424.0
21576,54.69,1425.0
22499,54.550000000000004,1426.0
90087,54.53,1427.0
21159,54.47,1428.0
21374,54.39,1429.0
20615,54.33,1430.0
21530,54.13,1431.0
35968,54.1,1432.0
21371,53.9,1433.0
22478,53.86,1434.0
16225,53.85,1435.0
84686,53.84,1436.0
22472,53.75,1437.0
10120,53.45,1438.0
37448,53.339999999999996,1439.0
22763,53.230000000000004,1440.0
47480,53.21,1441.0
21846,53.08,1442.0
22591,52.86,1443.0
22903,52.46,1444.0
85232D,52.43,1445.0
22210,52.42,1446.0
84012,52.24,1447.0
22432,52.239999999999995,1448.0
22514,52.22,1449.0
20931,52.07,1450.0
22202,52.02,1451.0
21471,51.98,1452.0
22926,51.96,1453.0
21657,51.94,1454.0
20655,51.89,1455.0
21581,51.88,1456.0
22495,51.86,1457.0
85230E,51.85,1458.0
21638,51.83,1459.0
22647,51.73,1460.0
21132,51.620000000000005,1461.0
72799C,51.53,1462.0
35832,51.269999999999996,1463.0
22315,51.13,1464.0
20773,51.1,1465.0
85129C,51.09,1466.0
35923,51.019999999999996,1467.0
22915,50.96,1468.0
21061,50.92,1469.0
20854,50.9,1470.0
21723,50.85,1471.0
85216,50.769999999999996,1472.0
21827,50.65,1473.0
85230A,50.65,1474.0
21205,50.61,1475.0
22914,50.45,1476.0
16254,50.44,1477.0
16014,50.31,1478.0
21389,50.3,1479.0
84519B,50.15,1480.0
18098c,49.769999999999996,1481.0
22513,49.71,1482.0
90104,49.64,1483.0
21987,49.56,1484.0
22246,49.33,1485.0
22094,49.11,1486.0
21188,49.1,1487.0
21904,49.06,1488.0
84683,48.74,1489.0
22096,48.69,1490.0
21100,48.68,1491.0
22684,48.56,1492.0
21222,48.3,1493.0
21462,48.26,1494.0
21724,48.25,1495.0
21209,48.099999999999994,1496.0
79190B,47.98,1497.0
22960,47.84,1498.0
84270,47.83,1499.0
17107D,47.81,1500.0
21694,47.68,1501.0
22621,47.67,1502.0
35095A,47.519999999999996,1503.0
21690,47.47,1504.0
21469,47.44,1505.0
20867,47.43,1506.0
16033,47.36,1507.0
22519,47.35,1508.0
22972,47.34,1509.0
85071B,47.3,1510.0
22098,47.19,1511.0
21401,47.17,1512.0
21746,47.11,1513.0
21027,47.050000000000004,1514.0
22052,47.03,1515.0
21836,47.019999999999996,1516.0
21682,46.97,1517.0
21707,46.84,1518.0
90114,46.84,1519.0
84251G,46.83,1520.0
84968C,46.83,1521.0
21942,46.79,1522.0
21616,46.78,1523.0
85039C,46.67,1524.0
22134,46.52,1525.0
84508A,46.37,1526.0
21936,46.32,1527.0
22433,46.230000000000004,1528.0
85016,46.13,1529.0
20780,45.93,1530.0
84952B,45.83,1531.0
21448,45.81,1532.0
90094,45.79,1533.0
84596L,45.75,1534.0
85215,45.66,1535.0
35241,45.64,1536.0
20795,45.629999999999995,1537.0
22762,45.57,1538.0
35991,45.53,1539.0
21681,45.51,1540.0
21427,45.47,1541.0
16169C,45.41,1542.0
22115,45.41,1543.0
20748,45.37,1544.0
84849A,45.23,1545.0
84923,45.2,1546.0
72801G,45.19,1547.0
20903,45.17999999999999,1548.0
22610,45.14,1549.0
20958,45.06,1550.0
21123,44.910000000000004,1551.0
20671,44.86,1552.0
21822,44.79,1553.0
21467,44.74,1554.0
21821,44.699999999999996,1555.0
22475,44.66,1556.0
22364,44.64,1557.0
85015,44.59,1558.0
22611,44.57,1559.0
22479,44.46,1560.0
22962,44.37,1561.0
21025,44.34,1562.0
75131,44.33,1563.0
20778,44.28,1564.0
21710,44.28,1565.0
21200,44.260000000000005,1566.0
22377,44.19,1567.0
21653,44.089999999999996,1568.0
84459A,44.06,1569.0
21289,44.03,1570.0
22703,43.96,1571.0
21283,43.95,1572.0
82605,43.89,1573.0
22526,43.879999999999995,1574.0
84247G,43.85,1575.0
22677,43.79,1576.0
79190A,43.730000000000004,1577.0
21650,43.7,1578.0
21686,43.69,1579.0
17012F,43.52,1580.0
22343,43.519999999999996,1581.0
21311,43.36,1582.0
22448,43.33,1583.0
22799,43.3,1584.0
22476,43.1,1585.0
47504K,43.089999999999996,1586.0
62096B,43.089999999999996,1587.0
90210B,43.03,1588.0
22701,43.019999999999996,1589.0
22430,42.94,1590.0
82616C,42.88,1591.0
79191B,42.81,1592.0
35271S,42.76,1593.0
21157,42.730000000000004,1594.0
21725,42.620000000000005,1595.0
72122,42.589999999999996,1596.0
22184,42.51,1597.0
21357,42.48,1598.0
21695,42.43,1599.0
22764,42.4,1600.0
22117,42.29,1601.0
85008,42.18,1602.0
85019C,42.160000000000004,1603.0
22683,42.15,1604.0
40001,42.14,1605.0
20757,42.12,1606.0
85173,42.1,1607.0
85054,42.03,1608.0
22309,41.88,1609.0
21287,41.87,1610.0
21590,41.87,1611.0
20759,41.75,1612.0
85123a,41.730000000000004,1613.0
46776B,41.58,1614.0
37342,41.17,1615.0
72349b,40.99,1616.0
20756,40.96,1617.0
20832,40.96,1618.0
21279,40.72,1619.0
84821,40.7,1620.0
22922,40.6,1621.0
22428,40.53,1622.0
84876D,40.519999999999996,1623.0
20662,40.48,1624.0
22409,40.47,1625.0
21628,40.45,1626.0
84865,40.44,1627.0
85025C,40.29,1628.0
18094C,40.269999999999996,1629.0
21547,40.22,1630.0
22878,40.1,1631.0
79160,40.1,1632.0
85049a,40.06,1633.0
21268,39.93,1634.0
17012C,39.9,1635.0
84997b,39.88,1636.0
22340,39.879999999999995,1637.0
90040A,39.44,1638.0
84199,39.300000000000004,1639.0
20774,39.13,1640.0
79191C,38.95,1641.0
20856,38.93,1642.0
21204,38.88,1643.0
22820,38.79,1644.0
21030,38.78999999999999,1645.0
90192,38.76,1646.0
21947,38.74,1647.0
79190D,38.71,1648.0
21580,38.660000000000004,1649.0
16206B,38.57,1650.0
22341,38.48,1651.0
22403,38.46,1652.0
82494l,38.46,1653.0
72586,38.4,1654.0
84963A,38.36,1655.0
84673B,38.34,1656.0
22043,38.26,1657.0
16008,38.22,1658.0
35833G,38.21,1659.0
85129B,38.21,1660.0
22504,38.13,1661.0
22973,37.93,1662.0
22324,37.870000000000005,1663.0
84993B,37.870000000000005,1664.0
47469,37.86,1665.0
82615,37.84,1666.0
72140F,37.79,1667.0
21026,37.769999999999996,1668.0
72800D,37.76,1669.0
85049e,37.76,1670.0
21937,37.71,1671.0
21144,37.7,1672.0
21718,37.65,1673.0
84678,37.519999999999996,1674.0
22702,37.45,1675.0
21373,37.29,1676.0
79163,37.29,1677.0
84926F,37.29,1678.0
85159B,37.29,1679.0
21711,37.269999999999996,1680.0
47591d,37.26,1681.0
22950,37.25,1682.0
21878,37.24,1683.0
16216,37.08,1684.0
22236,36.8,1685.0
21038,36.78,1686.0
22307,36.76,1687.0
17012D,36.74,1688.0
79030G,36.68,1689.0
22057,36.54,1690.0
22402,36.45,1691.0
22426,36.32,1692.0
21714,36.3,1693.0
22319,36.239999999999995,1694.0
85127,36.17,1695.0
20769,36.14,1696.0
21768,36.14,1697.0
21784,36.12,1698.0
22211,36.11,1699.0
35001G,35.949999999999996,1700.0
84313B,35.89,1701.0
37444C,35.87,1702.0
84910A,35.839999999999996,1703.0
90214O,35.8,1704.0
22680,35.78,1705.0
21263,35.62,1706.0
84985A,35.54,1707.0
84750B,35.53,1708.0
20803,35.51,1709.0
22510,35.5,1710.0
20868,35.42,1711.0
90082D,35.36,1712.0
84509B,35.33,1713.0
22262,35.29,1714.0
90062,35.2,1715.0
22685,35.13,1716.0
21066,35.04,1717.0
22538,35.03,1718.0
78124,35.0,1719.0
22308,34.97,1720.0
84674,34.9,1721.0
20659,34.83,1722.0
21773,34.72,1723.0
21468,34.71,1724.0
22831,34.68,1725.0
84360,34.57,1726.0
21913,34.5,1727.0
85232A,34.36,1728.0
85130D,34.34,1729.0
47594A,34.33,1730.0
20619,34.31,1731.0
22974,34.22,1732.0
21393,34.15,1733.0
90129F,34.13,1734.0
22700,34.08,1735.0
21208,34.04,1736.0
21031,34.02,1737.0
20902,33.92,1738.0
21618,33.92,1739.0
85099f,33.86,1740.0
85130B,33.660000000000004,1741.0
22511,33.62,1742.0
20616,33.61,1743.0
22485,33.55,1744.0
84817,33.5,1745.0
22085,33.45,1746.0
22681,33.33,1747.0
21579,33.18,1748.0
22415,33.08,1749.0
22761,33.05,1750.0
22528,33.0,1751.0
84924A,32.95,1752.0
21709,32.949999999999996,1753.0
20654,32.91,1754.0
20775,32.89,1755.0
22641,32.86,1756.0
16218,32.75,1757.0
22471,32.730000000000004,1758.0
20802,32.58,1759.0
21722,32.54,1760.0
51020B,32.53,1761.0
85106,32.53,1762.0
79026B,32.52,1763.0
20782,32.35,1764.0
20652,32.27,1765.0
22282,32.23,1766.0
84826,32.160000000000004,1767.0
21626,32.15,1768.0
20661,32.08,1769.0
20699,32.03,1770.0
22918,32.03,1771.0
46000R,32.01,1772.0
22063,31.970000000000002,1773.0
21465,31.92,1774.0
90214Z,31.89,1775.0
22359,31.88,1776.0
22222,31.8,1777.0
84658,31.8,1778.0
21253,31.740000000000002,1779.0
90161C,31.72,1780.0
21619,31.700000000000003,1781.0
85025B,31.689999999999998,1782.0
84562A,31.64,1783.0
85053,31.62,1784.0
90085,31.52,1785.0
84247L,31.5,1786.0
20618,31.45,1787.0
85203,31.38,1788.0
85214,31.38,1789.0
21292,31.3,1790.0
22920,31.229999999999997,1791.0
85036B,31.15,1792.0
90002D,31.14,1793.0
22217,31.1,1794.0
22638,31.09,1795.0
17090A,31.009999999999998,1796.0
22322,30.99,1797.0
22976,30.96,1798.0
37476,30.95,1799.0
15056bl,30.9,1800.0
21713,30.86,1801.0
37333,30.740000000000002,1802.0
72800C,30.72,1803.0
84596J,30.72,1804.0
79144B,30.689999999999998,1805.0
21282,30.68,1806.0
85078,30.61,1807.0
21306,30.59,1808.0
84920,30.56,1809.0
21286,30.53,1810.0
22093,30.53,1811.0
22108,30.53,1812.0
90209B,30.47,1813.0
84970s,30.380000000000003,1814.0
20846,30.33,1815.0
85111,30.33,1816.0
21246,30.310000000000002,1817.0
21949,30.299999999999997,1818.0
16168M,30.259999999999998,1819.0
16161M,30.18,1820.0
72814,30.169999999999998,1821.0
22916,30.02,1822.0
85170B,29.95,1823.0
21647,29.92,1824.0
20830,29.9,1825.0
21028,29.84,1826.0
85202,29.73,1827.0
84870C,29.67,1828.0
20897,29.66,1829.0
22500,29.66,1830.0
17038,29.6,1831.0
22410,29.5,1832.0
90184C,29.29,1833.0
21415,29.25,1834.0
16016,29.16,1835.0
21194,29.029999999999998,1836.0
72819,28.990000000000002,1837.0
90195B,28.9,1838.0
22097,28.86,1839.0
90013C,28.810000000000002,1840.0
85146,28.79,1841.0
37461,28.73,1842.0
21662,28.64,1843.0
22559,28.630000000000003,1844.0
21441,28.62,1845.0
21769,28.61,1846.0
21775,28.560000000000002,1847.0
84563A,28.560000000000002,1848.0
90161B,28.55,1849.0
22640,28.47,1850.0
22127,28.34,1851.0
85034C,28.31,1852.0
22074,28.229999999999997,1853.0
85059,28.22,1854.0
21206,28.17,1855.0
22334,28.14,1856.0
22516,28.11,1857.0
85170D,28.1,1858.0
84509G,28.020000000000003,1859.0
22100,28.01,1860.0
21417,27.94,1861.0
85014a,27.93,1862.0
22806,27.89,1863.0
20738,27.880000000000003,1864.0
22921,27.82,1865.0
35607A,27.82,1866.0
21708,27.799999999999997,1867.0
84970l,27.740000000000002,1868.0
21520,27.74,1869.0
20980,27.71,1870.0
21399,27.71,1871.0
37444B,27.7,1872.0
90116,27.69,1873.0
22802,27.64,1874.0
84725,27.6,1875.0
85130A,27.56,1876.0
84509c,27.47,1877.0
17012E,27.46,1878.0
16048,27.45,1879.0
17096,27.4,1880.0
85103,27.3,1881.0
84459B,27.21,1882.0
22917,27.19,1883.0
20960,27.17,1884.0
84916,27.15,1885.0
40003,27.119999999999997,1886.0
21645,27.09,1887.0
22783,26.98,1888.0
90195A,26.939999999999998,1889.0
90019C,26.87,1890.0
21933,26.86,1891.0
22481,26.79,1892.0
90185D,26.79,1893.0
46776F,26.700000000000003,1894.0
90096,26.660000000000004,1895.0
85104,26.62,1896.0
85096,26.619999999999997,1897.0
10123G,26.6,1898.0
85125,26.6,1899.0
90147,26.59,1900.0
20657,26.529999999999998,1901.0
90129A,26.52,1902.0
21392,26.490000000000002,1903.0
20653,26.4,1904.0
22194,26.4,1905.0
22362,26.39,1906.0
47310M,26.38,1907.0
85185D,26.38,1908.0
85107,26.24,1909.0
72008,26.22,1910.0
21442,26.21,1911.0
90134,26.16,1912.0
47594B,26.080000000000002,1913.0
37474,26.03,1914.0
20857,26.02,1915.0
79071B,26.02,1916.0
85208,25.98,1917.0
21383,25.86,1918.0
84997c,25.82,1919.0
22220,25.81,1920.0
48173c,25.79,1921.0
22913,25.75,1922.0
22128,25.67,1923.0
84744,25.630000000000003,1924.0
21317,25.490000000000002,1925.0
21880,25.490000000000002,1926.0
22912,25.369999999999997,1927.0
84509E,25.310000000000002,1928.0
21620,25.189999999999998,1929.0
16015,25.12,1930.0
47013A,25.04,1931.0
84592,24.98,1932.0
84819,24.88,1933.0
22066,24.71,1934.0
84818,24.67,1935.0
20707,24.65,1936.0
84968D,24.630000000000003,1937.0
22541,24.63,1938.0
21413,24.59,1939.0
72131,24.57,1940.0
10134,24.55,1941.0
21445,24.509999999999998,1942.0
84968A,24.47,1943.0
90185B,24.45,1944.0
21250,24.43,1945.0
22927,24.36,1946.0
85063,24.35,1947.0
84563B,24.3,1948.0
47593A,24.11,1949.0
90200E,24.080000000000002,1950.0
21307,24.05,1951.0
72801D,24.05,1952.0
84846A,24.02,1953.0
90210A,24.019999999999996,1954.0
84508B,24.0,1955.0
85124B,24.0,1956.0
44234,23.89,1957.0
21742,23.86,1958.0
72780,23.77,1959.0
22975,23.73,1960.0
21367,23.72,1961.0
90042C,23.7,1962.0
90120C,23.68,1963.0
37444A,23.66,1964.0
84247C,23.65,1965.0
90010B,23.61,1966.0
85183A,23.55,1967.0
90129B,23.520000000000003,1968.0
22414,23.48,1969.0
22136,23.45,1970.0
84843,23.45,1971.0
21851,23.44,1972.0
90186A,23.34,1973.0
21841,23.330000000000002,1974.0
84584,23.330000000000002,1975.0
22496,23.31,1976.0
47504H,23.12,1977.0
22396,23.009999999999998,1978.0
85135A,23.009999999999998,1979.0
21281,22.97,1980.0
35645,22.96,1981.0
84968F,22.93,1982.0
21376,22.91,1983.0
90198B,22.91,1984.0
85186A,22.86,1985.0
90180A,22.85,1986.0
22438,22.84,1987.0
85039a,22.84,1988.0
84870B,22.78,1989.0
15044C,22.77,1990.0
84915,22.77,1991.0
21318,22.75,1992.0
21664,22.71,1993.0
84596e,22.71,1994.0
84931A,22.71,1995.0
21895,22.6,1996.0
21378,22.59,1997.0
90206C,22.58,1998.0
90185C,22.55,1999.0
21090,22.54,2000.0
21400,22.509999999999998,2001.0
84799,22.490000000000002,2002.0
21398,22.48,2003.0
79403,22.42,2004.0
46776A,22.380000000000003,2005.0
90173,22.37,2006.0
21129,22.35,2007.0
84773,22.299999999999997,2008.0
21402,22.259999999999998,2009.0
21932,22.23,2010.0
47503A,22.16,2011.0
21849,22.099999999999998,2012.0
21319,22.07,2013.0
15056p,22.03,2014.0
71279,22.03,2015.0
84877D,21.97,2016.0
84952A,21.97,2017.0
21228,21.96,2018.0
21555,21.77,2019.0
21678,21.740000000000002,2020.0
20821,21.67,2021.0
21382,21.67,2022.0
35609A,21.560000000000002,2023.0
21065,21.509999999999998,2024.0
84429A,21.48,2025.0
22124,21.47,2026.0
21426,21.45,2027.0
22106,21.42,2028.0
20763,21.4,2029.0
22919,21.4,2030.0
71270,21.37,2031.0
21128,21.3,2032.0
21391,21.26,2033.0
21278,21.23,2034.0
21275,21.18,2035.0
21634,21.17,2036.0
47343A,21.17,2037.0
48189,21.11,2038.0
17109D,21.08,2039.0
47559b,21.07,2040.0
84898F,21.060000000000002,2041.0
90200B,20.96,2042.0
21043,20.93,2043.0
85032C,20.91,2044.0
85159A,20.91,2045.0
35810B,20.85,2046.0
22101,20.84,2047.0
84795B,20.82,2048.0
21684,20.810000000000002,2049.0
90036F,20.810000000000002,2050.0
22827,20.8,2051.0
85226C,20.759999999999998,2052.0
84922,20.72,2053.0
84509C,20.689999999999998,2054.0
85204,20.63,2055.0
84926E,20.61,2056.0
46138B,20.6,2057.0
71510,20.6,2058.0
72811,20.6,2059.0
84967B,20.6,2060.0
72132,20.47,2061.0
20936,20.45,2062.0
84917,20.45,2063.0
84709B,20.37,2064.0
90145,20.34,2065.0
90208,20.32,2066.0
10123C,20.28,2067.0
81952V,20.19,2068.0
21197,20.15,2069.0
35916C,20.12,2070.0
22354,20.08,2071.0
90099,20.060000000000002,2072.0
84569C,20.05,2073.0
90013A,20.05,2074.0
21882,19.98,2075.0
21032,19.95,2076.0
84877B,19.9,2077.0
47021G,19.79,2078.0
84927F,19.73,2079.0
85024C,19.72,2080.0
16219,19.7,2081.0
21365,19.58,2082.0
21873,19.57,2083.0
84827,19.57,2084.0
90143,19.56,2085.0
22503,19.55,2086.0
90071,19.55,2087.0
47503H,19.54,2088.0
90184B,19.52,2089.0
21403,19.36,2090.0
84881,19.22,2091.0
15044B,19.15,2092.0
16046,19.119999999999997,2093.0
46775D,19.06,2094.0
85071D,19.020000000000003,2095.0
85036C,18.94,2096.0
90093,18.85,2097.0
20898,18.82,2098.0
85014b,18.82,2099.0
21739,18.79,2100.0
21610,18.75,2101.0
77101A,18.74,2102.0
46776C,18.67,2103.0
84872a,18.64,2104.0
84931B,18.63,2105.0
90018B,18.6,2106.0
72127,18.58,2107.0
90190C,18.57,2108.0
84356,18.52,2109.0
79192A,18.49,2110.0
90059E,18.48,2111.0
21316,18.47,2112.0
84507C,18.46,2113.0
85027L,18.439999999999998,2114.0
85212,18.439999999999998,2115.0
85169D,18.43,2116.0
84660C,18.42,2117.0
90175A,18.42,2118.0
22691,18.41,2119.0
85179A,18.41,2120.0
84989A,18.36,2121.0
84874B,18.3,2122.0
72351a,18.26,2123.0
21717,18.25,2124.0
84707B,18.24,2125.0
84507B,18.169999999999998,2126.0
84559a,18.169999999999998,2127.0
85071C,18.16,2128.0
72133,18.14,2129.0
46126A,18.13,2130.0
90036D,18.11,2131.0
20781,18.09,2132.0
84760S,18.09,2133.0
37482P,18.07,2134.0
90040B,18.060000000000002,2135.0
90059A,18.02,2136.0
21518,18.01,2137.0
90199B,18.009999999999998,2138.0
35240,17.89,2139.0
79030D,17.84,2140.0
15056n,17.8,2141.0
84192,17.759999999999998,2142.0
85206A,17.69,2143.0
35648,17.689999999999998,2144.0
85211,17.64,2145.0
20705,17.6,2146.0
85020,17.58,2147.0
20892,17.57,2148.0
20934,17.52,2149.0
84929,17.5,2150.0
90003C,17.369999999999997,2151.0
21661,17.36,2152.0
17090D,17.3,2153.0
82613A,17.3,2154.0
84313C,17.26,2155.0
84766,17.23,2156.0
72801C,17.22,2157.0
47420,17.189999999999998,2158.0
90130B,17.17,2159.0
84877A,17.150000000000002,2160.0
85017C,17.15,2161.0
20831,17.11,2162.0
20701,17.08,2163.0
20796,17.08,2164.0
85086A,17.08,2165.0
90042A,17.08,2166.0
71406C,17.009999999999998,2167.0
21789,16.970000000000002,2168.0
20932,16.97,2169.0
35637A,16.96,2170.0
79191D,16.95,2171.0
84247N,16.94,2172.0
84613C,16.91,2173.0
85126,16.91,2174.0
21432,16.89,2175.0
90201D,16.880000000000003,2176.0
47471,16.87,2177.0
17136A,16.8,2178.0
72134,16.79,2179.0
85031A,16.78,2180.0
21879,16.759999999999998,2181.0
21973,16.75,2182.0
37475,16.73,2183.0
90014A,16.69,2184.0
21424,16.68,2185.0
84596K,16.66,2186.0
84510C,16.65,2187.0
35471A,16.64,2188.0
22963,16.62,2189.0
21359,16.58,2190.0
21274,16.54,2191.0
20695,16.47,2192.0
21922,16.45,2193.0
21905,16.44,2194.0
84663A,16.36,2195.0
15044A,16.29,2196.0
22442,16.27,2197.0
21269,16.25,2198.0
51020A,16.22,2199.0
84925F,16.22,2200.0
90198A,16.21,2201.0
22512,16.14,2202.0
22609,16.07,2203.0
20935,16.02,2204.0
22231,16.0,2205.0
22961,15.879999999999999,2206.0
22261,15.84,2207.0
20957,15.83,2208.0
84884a,15.82,2209.0
21366,15.780000000000001,2210.0
90209C,15.780000000000001,2211.0
21410,15.71,2212.0
90028,15.709999999999999,2213.0
22209,15.68,2214.0
84856L,15.64,2215.0
90177D,15.61,2216.0
84228,15.59,2217.0
21726,15.58,2218.0
90000D,15.57,2219.0
84510a,15.54,2220.0
47422,15.530000000000001,2221.0
85213,15.5,2222.0
16052,15.35,2223.0
84997d,15.33,2224.0
21418,15.29,2225.0
22416,15.29,2226.0
22925,15.26,2227.0
85187,15.209999999999999,2228.0
84637,15.16,2229.0
20839,15.09,2230.0
90212B,15.09,2231.0
84975,15.06,2232.0
84926A,15.03,2233.0
20696,14.96,2234.0
85169C,14.96,2235.0
20910,14.95,2236.0
84661B,14.95,2237.0
90018A,14.95,2238.0
84908B,14.91,2239.0
90082A,14.91,2240.0
22808,14.89,2241.0
90177C,14.799999999999999,2242.0
20697,14.79,2243.0
90019B,14.75,2244.0
20952,14.73,2245.0
21635,14.719999999999999,2246.0
84614A,14.7,2247.0
90161D,14.66,2248.0
90188,14.64,2249.0
90161A,14.63,2250.0
84989a,14.620000000000001,2251.0
21538,14.57,2252.0
84673A,14.549999999999999,2253.0
84813,14.54,2254.0
BANK CHARGES,14.51,2255.0
21277,14.5,2256.0
90082B,14.479999999999999,2257.0
90158,14.469999999999999,2258.0
90120B,14.46,2259.0
22596,14.4,2260.0
90122C,14.3,2261.0
90129E,14.280000000000001,2262.0
47585A,14.27,2263.0
90146,14.22,2264.0
84497,14.190000000000001,2265.0
82011B,14.19,2266.0
84927A,14.18,2267.0
