stock_code,x_coordinate,y_coordinate,cluster_name,abc_class,slot_id
21973,26,10,A-Group (Fast),A,693
21922,27,9,A-Group (Fast),A,694
84670,28,8,A-Group (Fast),B,695
21774,29,7,A-Group (Fast),B,696
21584,30,6,A-Group (Fast),A,697
22812,31,5,A-Group (Fast),A,698
21428,32,4,A-Group (Fast),A,699
85227,33,3,A-Group (Fast),B,700
22618,34,2,A-Group (Fast),A,701
21537,35,1,A-Group (Fast),A,702
22136,36,0,A-Group (Fast),A,703
16161U,0,37,A-Group (Fast),A,704
20665,1,36,A-Group (Fast),A,705
21865,2,35,A-Group (Fast),B,706
22175,3,34,A-Group (Fast),A,707
22548,4,33,A-Group (Fast),B,708
22602,5,32,A-Group (Fast),A,709
85217,6,31,A-Group (Fast),B,710
22739,7,30,A-Group (Fast),A,711
21356,8,29,A-Group (Fast),B,712
85062,9,28,A-Group (Fast),A,713
22480,10,27,A-Group (Fast),B,714
22174,11,26,A-Group (Fast),A,715
21878,12,25,A-Group (Fast),A,716
22536,13,24,A-Group (Fast),B,717
22577,14,23,A-Group (Fast),B,718
47591C,15,22,A-Group (Fast),A,719
22364,16,21,A-Group (Fast),A,720
22284,17,20,A-Group (Fast),A,721
21470,18,19,A-Group (Fast),A,722
22021,19,18,A-Group (Fast),B,723
72349B,20,17,A-Group (Fast),A,724
22519,21,16,A-Group (Fast),B,725
22578,22,15,A-Group (Fast),B,726
84279P,23,14,A-Group (Fast),A,727
21245,24,13,A-Group (Fast),A,728
22755,25,12,A-Group (Fast),B,729
21069,26,11,A-Group (Fast),A,730
22478,27,10,A-Group (Fast),B,731
82607A,28,9,A-Group (Fast),B,732
22531,29,8,A-Group (Fast),B,733
22067,30,7,A-Group (Fast),A,734
20716,31,6,A-Group (Fast),B,735
84078A,32,5,A-Group (Fast),A,736
22065,33,4,A-Group (Fast),A,737
21896,34,3,A-Group (Fast),A,738
21067,35,2,A-Group (Fast),A,739
22483,36,1,A-Group (Fast),A,740
21068,37,0,A-Group (Fast),A,741
22321,0,38,A-Group (Fast),B,742
21872,1,37,A-Group (Fast),A,743
22726,2,36,A-Group (Fast),B,744
21215,3,35,A-Group (Fast),B,745
21564,4,34,A-Group (Fast),A,746
84828,5,33,A-Group (Fast),B,747
22669,6,32,A-Group (Fast),A,748
22727,7,31,A-Group (Fast),A,749
22582,8,30,A-Group (Fast),A,750
84534B,9,29,A-Group (Fast),B,751
22262,10,28,A-Group (Fast),B,752
22745,11,27,A-Group (Fast),A,753
22950,12,26,A-Group (Fast),A,754
84212,13,25,A-Group (Fast),A,755
22071,14,24,A-Group (Fast),A,756
22251,15,23,A-Group (Fast),B,757
22334,16,22,A-Group (Fast),A,758
21383,17,21,A-Group (Fast),B,759
21384,18,20,A-Group (Fast),B,760
22575,19,19,A-Group (Fast),A,761
79320,20,18,A-Group (Fast),A,762
22341,21,17,A-Group (Fast),A,763
22661,22,16,A-Group (Fast),B,764
47599B,23,15,A-Group (Fast),A,765
22398,24,14,A-Group (Fast),B,766
22497,25,13,A-Group (Fast),A,767
22443,26,12,A-Group (Fast),A,768
21126,27,11,A-Group (Fast),B,769
22041,28,10,A-Group (Fast),A,770
22493,29,9,A-Group (Fast),A,771
84596F,30,8,A-Group (Fast),B,772
70006,31,7,A-Group (Fast),A,773
21611,32,6,A-Group (Fast),A,774
84510B,33,5,A-Group (Fast),B,775
22399,34,4,A-Group (Fast),A,776
21983,35,3,A-Group (Fast),B,777
85199L,36,2,A-Group (Fast),B,778
22571,37,1,A-Group (Fast),B,779
84568,38,0,A-Group (Fast),A,780
35004B,0,39,A-Group (Fast),A,781
21591,1,38,A-Group (Fast),B,782
84279B,2,37,A-Group (Fast),A,783
22593,3,36,A-Group (Fast),B,784
22600,4,35,A-Group (Fast),B,785
85178,5,34,A-Group (Fast),A,786
22712,6,33,A-Group (Fast),B,787
21471,7,32,A-Group (Fast),A,788
84535B,8,31,A-Group (Fast),B,789
21203,9,30,A-Group (Fast),A,790
84912A,10,29,A-Group (Fast),A,791
22025,11,28,A-Group (Fast),B,792
22231,12,27,A-Group (Fast),B,793
21680,13,26,A-Group (Fast),B,794
22632,14,25,A-Group (Fast),A,795
22491,15,24,A-Group (Fast),A,796
22562,16,23,A-Group (Fast),A,797
85048,17,22,A-Group (Fast),A,798
15039,18,21,A-Group (Fast),A,799
21494,19,20,A-Group (Fast),A,800
22426,20,19,A-Group (Fast),A,801
21846,21,18,A-Group (Fast),A,802
15044A,22,17,A-Group (Fast),A,803
84989A,23,16,A-Group (Fast),B,804
22940,24,15,A-Group (Fast),A,805
21058,25,14,A-Group (Fast),B,806
85017A,26,13,A-Group (Fast),B,807
21677,27,12,A-Group (Fast),B,808
22749,28,11,A-Group (Fast),A,809
22291,29,10,A-Group (Fast),A,810
21675,30,9,A-Group (Fast),B,811
22580,31,8,A-Group (Fast),A,812
22482,32,7,A-Group (Fast),B,813
22430,33,6,A-Group (Fast),A,814
22451,34,5,A-Group (Fast),A,815
15044D,35,4,A-Group (Fast),A,816
22737,36,3,A-Group (Fast),A,817
85231G,37,2,A-Group (Fast),B,818
21207,38,1,A-Group (Fast),A,819
22047,39,0,A-Group (Fast),B,820
20692,0,40,A-Group (Fast),A,821
22754,1,39,A-Group (Fast),B,822
20748,2,38,A-Group (Fast),A,823
21467,3,37,A-Group (Fast),A,824
85049H,4,36,A-Group (Fast),B,825
22449,5,35,A-Group (Fast),A,826
21913,6,34,A-Group (Fast),A,827
21749,7,33,A-Group (Fast),A,828
85017B,8,32,A-Group (Fast),B,829
22611,9,31,A-Group (Fast),A,830
22155,10,30,A-Group (Fast),B,831
22544,11,29,A-Group (Fast),B,832
22579,12,28,A-Group (Fast),B,833
84849D,13,27,A-Group (Fast),B,834
22434,14,26,A-Group (Fast),A,835
21082,15,25,A-Group (Fast),B,836
22036,16,24,A-Group (Fast),B,837
22594,17,23,A-Group (Fast),B,838
22628,18,22,A-Group (Fast),A,839
22439,19,21,A-Group (Fast),B,840
22285,20,20,A-Group (Fast),A,841
20671,21,19,A-Group (Fast),B,842
21648,22,18,A-Group (Fast),A,843
22186,23,17,A-Group (Fast),A,844
22421,24,16,A-Group (Fast),B,845
40016,25,15,A-Group (Fast),A,846
22716,26,14,A-Group (Fast),B,847
21161,27,13,A-Group (Fast),B,848
22091,28,12,A-Group (Fast),B,849
21125,29,11,A-Group (Fast),B,850
21717,30,10,A-Group (Fast),A,851
22466,31,9,A-Group (Fast),A,852
22633,32,8,A-Group (Fast),A,853
20985,33,7,A-Group (Fast),B,854
22458,34,6,A-Group (Fast),A,855
22309,35,5,A-Group (Fast),A,856
22277,36,4,A-Group (Fast),B,857
22081,37,3,A-Group (Fast),B,858
21947,38,2,A-Group (Fast),B,859
22750,39,1,A-Group (Fast),A,860
21324,40,0,A-Group (Fast),A,861
72756,0,41,A-Group (Fast),A,862
22405,1,40,A-Group (Fast),B,863
22603,2,39,A-Group (Fast),B,864
22261,3,38,A-Group (Fast),B,865
22535,4,37,A-Group (Fast),B,866
22537,5,36,A-Group (Fast),B,867
22076,6,35,A-Group (Fast),B,868
21830,7,34,A-Group (Fast),B,869
22459,8,33,A-Group (Fast),A,870
85114B,9,32,A-Group (Fast),A,871
21249,10,31,A-Group (Fast),A,872
22746,11,30,A-Group (Fast),B,873
22601,12,29,A-Group (Fast),B,874
21389,13,28,A-Group (Fast),B,875
21588,14,27,A-Group (Fast),A,876
15044B,15,26,A-Group (Fast),A,877
21642,16,25,A-Group (Fast),B,878
21039,17,24,A-Group (Fast),B,879
22477,18,23,A-Group (Fast),B,880
21645,19,22,A-Group (Fast),B,881
84559A,20,21,A-Group (Fast),B,882
84937,21,20,A-Group (Fast),A,883
22445,22,19,A-Group (Fast),B,884
22066,23,18,A-Group (Fast),B,885
22410,24,17,A-Group (Fast),B,886
84327A,25,16,A-Group (Fast),B,887
21224,26,15,A-Group (Fast),B,888
75049L,27,14,A-Group (Fast),A,889
22075,28,13,A-Group (Fast),B,890
22094,29,12,A-Group (Fast),B,891
22753,30,11,A-Group (Fast),B,892
22135,31,10,A-Group (Fast),C,893
21206,32,9,A-Group (Fast),B,894
20992,33,8,A-Group (Fast),B,895
22098,34,7,A-Group (Fast),B,896
22260,35,6,A-Group (Fast),B,897
22564,36,5,A-Group (Fast),B,898
22738,37,4,A-Group (Fast),A,899
22460,38,3,A-Group (Fast),A,900
20729,39,2,A-Group (Fast),B,901
21993,40,1,A-Group (Fast),B,902
21586,41,0,A-Group (Fast),A,903
22581,0,42,A-Group (Fast),B,904
21201,1,41,A-Group (Fast),A,905
22514,2,40,A-Group (Fast),B,906
22134,3,39,A-Group (Fast),B,907
21445,4,38,A-Group (Fast),B,908
22127,5,37,A-Group (Fast),A,909
22440,6,36,A-Group (Fast),B,910
22533,7,35,A-Group (Fast),B,911
22472,8,34,A-Group (Fast),A,912
10135,9,33,A-Group (Fast),B,913
22217,10,32,A-Group (Fast),B,914
51014A,11,31,A-Group (Fast),B,915
21643,12,30,A-Group (Fast),B,916
21211,13,29,A-Group (Fast),B,917
84950,14,28,A-Group (Fast),B,918
21063,15,27,A-Group (Fast),B,919
22046,16,26,A-Group (Fast),B,920
22672,17,25,A-Group (Fast),B,921
22804,18,24,A-Group (Fast),A,922
21706,19,23,A-Group (Fast),A,923
40018F,20,22,A-Group (Fast),A,924
22559,21,21,A-Group (Fast),B,925
16235,22,20,A-Group (Fast),C,926
22085,23,19,A-Group (Fast),A,927
21158,24,18,A-Group (Fast),B,928
85231L,25,17,A-Group (Fast),B,929
22851,26,16,A-Group (Fast),B,930
11001,27,15,A-Group (Fast),A,931
85016,28,14,A-Group (Fast),B,932
22347,29,13,A-Group (Fast),A,933
84993A,30,12,A-Group (Fast),C,934
18097C,31,11,A-Group (Fast),B,935
22959,32,10,A-Group (Fast),B,936
21789,33,9,A-Group (Fast),B,937
22613,34,8,A-Group (Fast),B,938
22414,35,7,A-Group (Fast),A,939
22713,36,6,A-Group (Fast),B,940
21354,37,5,A-Group (Fast),B,941
21945,38,4,A-Group (Fast),B,942
21204,39,3,A-Group (Fast),B,943
21788,40,2,A-Group (Fast),B,944
35971,41,1,A-Group (Fast),B,945
21059,42,0,A-Group (Fast),B,946
22951,0,43,A-Group (Fast),B,947
22454,1,42,A-Group (Fast),A,948
21869,2,41,A-Group (Fast),B,949
21949,3,40,A-Group (Fast),B,950
22515,4,39,A-Group (Fast),B,951
22148,5,38,A-Group (Fast),A,952
21469,6,37,A-Group (Fast),A,953
22359,7,36,A-Group (Fast),A,954
85176,8,35,A-Group (Fast),B,955
21581,9,34,A-Group (Fast),B,956
22907,10,33,A-Group (Fast),B,957
90167,11,32,A-Group (Fast),B,958
84676,12,31,A-Group (Fast),A,959
85226A,13,30,A-Group (Fast),B,960
22128,14,29,A-Group (Fast),A,961
22566,15,28,A-Group (Fast),B,962
21437,16,27,A-Group (Fast),A,963
22612,17,26,A-Group (Fast),A,964
22591,18,25,A-Group (Fast),A,965
22406,19,24,A-Group (Fast),A,966
84598,20,23,A-Group (Fast),A,967
20747,21,22,A-Group (Fast),A,968
22834,22,21,A-Group (Fast),B,969
22809,23,20,A-Group (Fast),A,970
22161,24,19,A-Group (Fast),B,971
85231E,25,18,A-Group (Fast),B,972
21159,26,17,A-Group (Fast),B,973
22587,27,16,A-Group (Fast),B,974
22714,28,15,A-Group (Fast),C,975
15034,29,14,A-Group (Fast),C,976
22292,30,13,A-Group (Fast),A,977
22614,31,12,A-Group (Fast),B,978
22436,32,11,A-Group (Fast),B,979
22422,33,10,A-Group (Fast),B,980
35924,34,9,A-Group (Fast),A,981
21278,35,8,A-Group (Fast),B,982
22146,36,7,A-Group (Fast),A,983
22855,37,6,A-Group (Fast),B,984
85017C,38,5,A-Group (Fast),B,985
22574,39,4,A-Group (Fast),B,986
22153,40,3,A-Group (Fast),B,987
21807,41,2,A-Group (Fast),B,988
22095,42,1,A-Group (Fast),B,989
22592,43,0,A-Group (Fast),A,990
22573,0,44,A-Group (Fast),B,991
22152,1,43,A-Group (Fast),B,992
20990,2,42,A-Group (Fast),B,993
22565,3,41,A-Group (Fast),B,994
21811,4,40,A-Group (Fast),B,995
21640,5,39,A-Group (Fast),B,996
21397,6,38,A-Group (Fast),B,997
22033,7,37,A-Group (Fast),C,998
21806,8,36,A-Group (Fast),B,999
84754,9,35,A-Group (Fast),B,1000
20730,10,34,A-Group (Fast),B,1001
21143,11,33,A-Group (Fast),A,1002
22586,12,32,A-Group (Fast),B,1003
22572,13,31,A-Group (Fast),B,1004
21942,14,30,A-Group (Fast),B,1005
22904,15,29,A-Group (Fast),A,1006
21009,16,28,A-Group (Fast),B,1007
21651,17,27,A-Group (Fast),B,1008
22945,18,26,A-Group (Fast),A,1009
21653,19,25,A-Group (Fast),A,1010
22265,20,24,A-Group (Fast),B,1011
22589,21,23,A-Group (Fast),B,1012
22479,22,22,A-Group (Fast),B,1013
22704,23,21,A-Group (Fast),B,1014
22751,24,20,A-Group (Fast),B,1015
22692,25,19,A-Group (Fast),A,1016
22900,26,18,A-Group (Fast),B,1017
21910,27,17,A-Group (Fast),B,1018
22154,28,16,A-Group (Fast),B,1019
22736,29,15,A-Group (Fast),B,1020
22650,30,14,A-Group (Fast),B,1021
22319,31,13,A-Group (Fast),B,1022
22728,32,12,A-Group (Fast),B,1023
72586,33,11,A-Group (Fast),B,1024
22576,34,10,A-Group (Fast),B,1025
21948,35,9,A-Group (Fast),B,1026
85172,36,8,A-Group (Fast),B,1027
22299,37,7,A-Group (Fast),A,1028
22653,38,6,A-Group (Fast),B,1029
37424,39,5,A-Group (Fast),B,1030
21805,40,4,A-Group (Fast),B,1031
22293,41,3,A-Group (Fast),B,1032
21255,42,2,A-Group (Fast),B,1033
22758,43,1,A-Group (Fast),B,1034
22545,44,0,A-Group (Fast),B,1035
21925,0,45,A-Group (Fast),B,1036
22304,1,44,A-Group (Fast),A,1037
21747,2,43,A-Group (Fast),B,1038
84520D,3,42,A-Group (Fast),B,1039
21593,4,41,A-Group (Fast),B,1040
20956,5,40,A-Group (Fast),B,1041
22747,6,39,A-Group (Fast),B,1042
22862,7,38,A-Group (Fast),B,1043
22816,8,37,A-Group (Fast),B,1044
22690,9,36,A-Group (Fast),A,1045
20668,10,35,A-Group (Fast),B,1046
21123,11,34,A-Group (Fast),B,1047
22336,12,33,A-Group (Fast),B,1048
85041,13,32,A-Group (Fast),A,1049
21076,14,31,A-Group (Fast),B,1050
22409,15,30,A-Group (Fast),B,1051
22730,16,29,A-Group (Fast),B,1052
22757,17,28,A-Group (Fast),B,1053
22743,18,27,A-Group (Fast),B,1054
22670,19,26,A-Group (Fast),A,1055
22729,20,25,A-Group (Fast),B,1056
21532,21,24,A-Group (Fast),B,1057
22906,22,23,A-Group (Fast),B,1058
22744,23,22,A-Group (Fast),B,1059
85014D,24,21,A-Group (Fast),A,1060
22810,25,20,A-Group (Fast),A,1061
22639,26,19,A-Group (Fast),B,1062
22813,27,18,A-Group (Fast),A,1063
82001S,28,17,A-Group (Fast),A,1064
22604,29,16,A-Group (Fast),B,1065
22837,30,15,A-Group (Fast),A,1066
22052,31,14,A-Group (Fast),B,1067
84507B,32,13,A-Group (Fast),B,1068
21589,33,12,A-Group (Fast),A,1069
21785,34,11,A-Group (Fast),B,1070
22416,35,10,A-Group (Fast),B,1071
22818,36,9,A-Group (Fast),B,1072
85060,37,8,A-Group (Fast),B,1073
22674,38,7,A-Group (Fast),B,1074
21655,39,6,A-Group (Fast),A,1075
21540,40,5,A-Group (Fast),A,1076
22253,41,4,A-Group (Fast),B,1077
22732,42,3,A-Group (Fast),B,1078
20773,43,2,A-Group (Fast),B,1079
20652,44,1,A-Group (Fast),B,1080
21802,45,0,A-Group (Fast),C,1081
22402,0,46,A-Group (Fast),B,1082
21291,1,45,A-Group (Fast),B,1083
22675,2,44,A-Group (Fast),B,1084
20776,3,43,A-Group (Fast),B,1085
22305,4,42,A-Group (Fast),A,1086
20996,5,41,A-Group (Fast),B,1087
21944,6,40,A-Group (Fast),B,1088
22671,7,39,A-Group (Fast),B,1089
17091A,8,38,A-Group (Fast),B,1090
22733,9,37,A-Group (Fast),B,1091
22946,10,36,A-Group (Fast),A,1092
22539,11,35,A-Group (Fast),B,1093
85200,12,34,A-Group (Fast),B,1094
79341,13,33,A-Group (Fast),A,1095
20657,14,32,A-Group (Fast),B,1096
22696,15,31,A-Group (Fast),B,1097
51014C,16,30,A-Group (Fast),B,1098
22290,17,29,A-Group (Fast),B,1099
22546,18,28,A-Group (Fast),B,1100
21396,19,27,A-Group (Fast),B,1101
22540,20,26,A-Group (Fast),B,1102
22677,21,25,A-Group (Fast),B,1103
22983,22,24,A-Group (Fast),C,1104
22676,23,23,A-Group (Fast),B,1105
17091J,24,22,A-Group (Fast),B,1106
22740,25,21,A-Group (Fast),A,1107
21665,26,20,A-Group (Fast),B,1108
20777,27,19,A-Group (Fast),B,1109
22731,28,18,A-Group (Fast),B,1110
22715,29,17,A-Group (Fast),C,1111
22718,30,16,A-Group (Fast),C,1112
22051,31,15,A-Group (Fast),B,1113
20778,32,14,A-Group (Fast),B,1114
22129,33,13,A-Group (Fast),B,1115
22895,34,12,A-Group (Fast),B,1116
20774,35,11,A-Group (Fast),B,1117
22532,36,10,A-Group (Fast),B,1118
85196,37,9,A-Group (Fast),B,1119
22678,38,8,A-Group (Fast),B,1120
22908,39,7,A-Group (Fast),B,1121
22050,40,6,A-Group (Fast),B,1122
17033,41,5,A-Group (Fast),B,1123
22711,42,4,A-Group (Fast),B,1124
35957,43,3,A-Group (Fast),B,1125
22529,44,2,A-Group (Fast),B,1126
85184D,45,1,A-Group (Fast),A,1127
22756,46,0,A-Group (Fast),B,1128
21085,0,47,A-Group (Fast),B,1129
22615,1,46,A-Group (Fast),C,1130
22610,2,45,A-Group (Fast),A,1131
22048,3,44,A-Group (Fast),B,1132
72484,4,43,A-Group (Fast),B,1133
22680,5,42,A-Group (Fast),B,1134
22705,6,41,A-Group (Fast),B,1135
22898,7,40,A-Group (Fast),B,1136
79164,8,39,A-Group (Fast),A,1137
22040,9,38,A-Group (Fast),B,1138
84466,10,37,A-Group (Fast),B,1139
21279,11,36,A-Group (Fast),B,1140
22840,12,35,A-Group (Fast),B,1141
84508A,13,34,A-Group (Fast),A,1142
22766,14,33,A-Group (Fast),B,1143
22938,15,32,A-Group (Fast),B,1144
37340,16,31,A-Group (Fast),B,1145
22717,17,30,A-Group (Fast),C,1146
22710,18,29,A-Group (Fast),B,1147
85224,19,28,A-Group (Fast),B,1148
62018,20,27,A-Group (Fast),A,1149
37423,21,26,A-Group (Fast),B,1150
21480,22,25,A-Group (Fast),B,1151
20984,23,24,A-Group (Fast),B,1152
16156N,24,23,A-Group (Fast),B,1153
35160,25,22,A-Group (Fast),B,1154
22776,26,21,A-Group (Fast),B,1155
21280,27,20,A-Group (Fast),B,1156
20731,28,19,A-Group (Fast),B,1157
20755,29,18,A-Group (Fast),B,1158
22735,30,17,A-Group (Fast),B,1159
20760,31,16,A-Group (Fast),B,1160
22897,32,15,A-Group (Fast),B,1161
21281,33,14,A-Group (Fast),B,1162
22543,34,13,A-Group (Fast),B,1163
47504E,35,12,A-Group (Fast),B,1164
22597,36,11,A-Group (Fast),B,1165
85221,37,10,A-Group (Fast),B,1166
21091,38,9,A-Group (Fast),B,1167
17096,39,8,A-Group (Fast),B,1168
20758,40,7,A-Group (Fast),B,1169
22941,41,6,A-Group (Fast),A,1170
22708,42,5,A-Group (Fast),B,1171
22815,43,4,A-Group (Fast),C,1172
84509F,44,3,A-Group (Fast),A,1173
20775,45,2,A-Group (Fast),B,1174
17039,46,1,A-Group (Fast),B,1175
22892,47,0,A-Group (Fast),C,1176
47503K,0,48,A-Group (Fast),B,1177
16046,1,47,A-Group (Fast),B,1178
22706,2,46,A-Group (Fast),B,1179
85198,3,45,A-Group (Fast),B,1180
22949,4,44,A-Group (Fast),B,1181
22943,5,43,A-Group (Fast),A,1182
16033,6,42,A-Group (Fast),B,1183
17129D,7,41,A-Group (Fast),B,1184
21096,8,40,A-Group (Fast),A,1185
20759,9,39,A-Group (Fast),B,1186
20757,10,38,A-Group (Fast),B,1187
20756,11,37,A-Group (Fast),B,1188
16014,12,36,A-Group (Fast),A,1189
21392,13,35,A-Group (Fast),B,1190
22986,14,34,A-Group (Fast),C,1191
17084R,15,33,A-Group (Fast),B,1192
22942,16,32,A-Group (Fast),A,1193
37410,17,31,A-Group (Fast),A,1194
21099,18,30,A-Group (Fast),B,1195
21088,19,29,A-Group (Fast),B,1196
20991,20,28,A-Group (Fast),B,1197
22741,21,27,A-Group (Fast),B,1198
22944,22,26,A-Group (Fast),B,1199
20993,23,25,A-Group (Fast),B,1200
85160A,24,24,A-Group (Fast),B,1201
21393,25,23,A-Group (Fast),B,1202
16047,26,22,A-Group (Fast),B,1203
22985,27,21,A-Group (Fast),C,1204
20714,28,20,A-Group (Fast),B,1205
21092,29,19,A-Group (Fast),B,1206
47503E,30,18,A-Group (Fast),B,1207
85110,31,17,A-Group (Fast),B,1208
16162L,32,16,A-Group (Fast),C,1209
17109B,33,15,A-Group (Fast),B,1210
16258B,34,14,A-Group (Fast),C,1211
85220,35,13,A-Group (Fast),A,1212
22172,36,12,B-Group (Medium),A,1213
22415,37,11,B-Group (Medium),A,1214
22220,38,10,B-Group (Medium),A,1215
82567,39,9,B-Group (Medium),B,1216
85063,40,8,B-Group (Medium),A,1217
22191,41,7,B-Group (Medium),A,1218
22374,42,6,B-Group (Medium),A,1219
22222,43,5,B-Group (Medium),A,1220
20703,44,4,B-Group (Medium),B,1221
21737,45,3,B-Group (Medium),A,1222
21667,46,2,B-Group (Medium),A,1223
85067,47,1,B-Group (Medium),A,1224
79160,48,0,B-Group (Medium),B,1225
22120,0,49,B-Group (Medium),A,1226
21529,1,48,B-Group (Medium),B,1227
22192,2,47,B-Group (Medium),A,1228
21768,3,46,B-Group (Medium),A,1229
21556,4,45,B-Group (Medium),B,1230
21625,5,44,B-Group (Medium),A,1231
21466,6,43,B-Group (Medium),A,1232
21735,7,42,B-Group (Medium),A,1233
22107,8,41,B-Group (Medium),A,1234
84837,9,40,B-Group (Medium),A,1235
21410,10,39,B-Group (Medium),B,1236
85232D,11,38,B-Group (Medium),A,1237
82613D,12,37,B-Group (Medium),B,1238
21867,13,36,B-Group (Medium),B,1239
21765,14,35,B-Group (Medium),A,1240
21153,15,34,B-Group (Medium),A,1241
15044C,16,33,B-Group (Medium),B,1242
85184C,17,32,B-Group (Medium),B,1243
21157,18,31,B-Group (Medium),B,1244
37500,19,30,B-Group (Medium),A,1245
21463,20,29,B-Group (Medium),A,1246
21528,21,28,B-Group (Medium),A,1247
21773,22,27,B-Group (Medium),B,1248
84985A,23,26,B-Group (Medium),B,1249
84968B,24,25,B-Group (Medium),A,1250
22118,25,24,B-Group (Medium),A,1251
21054,26,23,B-Group (Medium),A,1252
84795C,27,22,B-Group (Medium),A,1253
84581,28,21,B-Group (Medium),B,1254
72802C,29,20,B-Group (Medium),A,1255
21609,30,19,B-Group (Medium),B,1256
21557,31,18,B-Group (Medium),B,1257
22167,32,17,B-Group (Medium),A,1258
22208,33,16,B-Group (Medium),B,1259
22177,34,15,B-Group (Medium),A,1260
21784,35,14,B-Group (Medium),A,1261
47597,36,13,B-Group (Medium),B,1262
21775,37,12,B-Group (Medium),C,1263
21448,38,11,B-Group (Medium),B,1264
22325,39,10,B-Group (Medium),B,1265
22476,40,9,B-Group (Medium),A,1266
21924,41,8,B-Group (Medium),A,1267
21741,42,7,B-Group (Medium),B,1268
21730,43,6,B-Group (Medium),A,1269
22193,44,5,B-Group (Medium),A,1270
22322,45,4,B-Group (Medium),B,1271
84913A,46,3,B-Group (Medium),B,1272
22228,47,2,B-Group (Medium),B,1273
20684,48,1,B-Group (Medium),B,1274
22060,49,0,B-Group (Medium),A,1275
21923,0,50,B-Group (Medium),A,1276
22626,1,49,B-Group (Medium),A,1277
22099,2,48,B-Group (Medium),B,1278
22176,3,47,B-Group (Medium),B,1279
22187,4,46,B-Group (Medium),A,1280
85132A,5,45,B-Group (Medium),A,1281
22495,6,44,B-Group (Medium),B,1282
84459B,7,43,B-Group (Medium),B,1283
22526,8,42,B-Group (Medium),A,1284
84969,9,41,B-Group (Medium),B,1285
21364,10,40,B-Group (Medium),A,1286
22117,11,39,B-Group (Medium),B,1287
22162,12,38,B-Group (Medium),B,1288
84559B,13,37,B-Group (Medium),B,1289
21612,14,36,B-Group (Medium),B,1290
37501,15,35,B-Group (Medium),A,1291
20770,16,34,B-Group (Medium),B,1292
21446,17,33,B-Group (Medium),B,1293
22372,18,32,B-Group (Medium),B,1294
84578,19,31,B-Group (Medium),B,1295
85098B,20,30,B-Group (Medium),B,1296
84509B,21,29,B-Group (Medium),B,1297
21576,22,28,B-Group (Medium),B,1298
84659A,23,27,B-Group (Medium),B,1299
22323,24,26,B-Group (Medium),B,1300
21647,25,25,B-Group (Medium),B,1301
22425,26,24,B-Group (Medium),B,1302
84818,27,23,B-Group (Medium),B,1303
72800E,28,22,B-Group (Medium),B,1304
35809A,29,21,B-Group (Medium),B,1305
21408,30,20,B-Group (Medium),B,1306
85214,31,19,B-Group (Medium),B,1307
22068,32,18,B-Group (Medium),B,1308
82605,33,17,B-Group (Medium),C,1309
21725,34,16,B-Group (Medium),B,1310
21827,35,15,B-Group (Medium),B,1311
21904,36,14,B-Group (Medium),B,1312
84596E,37,13,B-Group (Medium),B,1313
79072,38,12,B-Group (Medium),A,1314
84791,39,11,B-Group (Medium),B,1315
22362,40,10,B-Group (Medium),B,1316
21348,41,9,B-Group (Medium),B,1317
22194,42,8,B-Group (Medium),A,1318
21726,43,7,B-Group (Medium),B,1319
21340,44,6,B-Group (Medium),A,1320
21548,45,5,B-Group (Medium),B,1321
22311,46,4,B-Group (Medium),B,1322
82613B,47,3,B-Group (Medium),C,1323
72802B,48,2,B-Group (Medium),B,1324
84840,49,1,B-Group (Medium),B,1325
21349,0,51,B-Group (Medium),A,1326
22165,1,50,B-Group (Medium),A,1327
22069,2,49,B-Group (Medium),B,1328
21070,3,48,B-Group (Medium),B,1329
21246,4,47,B-Group (Medium),A,1330
21111,5,46,B-Group (Medium),B,1331
85015,6,45,B-Group (Medium),B,1332
85124A,7,44,B-Group (Medium),B,1333
84558A,8,43,B-Group (Medium),A,1334
21274,9,42,B-Group (Medium),A,1335
84968A,10,41,B-Group (Medium),A,1336
21465,11,40,B-Group (Medium),B,1337
84763,12,39,B-Group (Medium),B,1338
22250,13,38,B-Group (Medium),B,1339
22320,14,37,B-Group (Medium),A,1340
22093,15,36,B-Group (Medium),C,1341
22496,16,35,B-Group (Medium),B,1342
21056,17,34,B-Group (Medium),A,1343
21358,18,33,B-Group (Medium),B,1344
22282,19,32,B-Group (Medium),A,1345
22474,20,31,B-Group (Medium),A,1346
85031C,21,30,B-Group (Medium),B,1347
84031A,22,29,B-Group (Medium),B,1348
84854,23,28,B-Group (Medium),B,1349
21580,24,27,B-Group (Medium),B,1350
47592A,25,26,B-Group (Medium),B,1351
85232A,26,25,B-Group (Medium),B,1352
21687,27,24,B-Group (Medium),B,1353
85086A,28,23,B-Group (Medium),C,1354
22450,29,22,B-Group (Medium),B,1355
22058,30,21,B-Group (Medium),B,1356
20669,31,20,B-Group (Medium),C,1357
21626,32,19,B-Group (Medium),B,1358
21106,33,18,B-Group (Medium),B,1359
84519A,34,17,B-Group (Medium),B,1360
72807B,35,16,B-Group (Medium),A,1361
20764,36,15,B-Group (Medium),B,1362
22312,37,14,B-Group (Medium),B,1363
22376,38,13,B-Group (Medium),B,1364
21990,39,12,B-Group (Medium),B,1365
21002,40,11,B-Group (Medium),B,1366
21897,41,10,B-Group (Medium),B,1367
